perm,fitness
"[0, 4, 2, 5, 3, 1]",0.821766
"[0, 4, 3, 1, 2, 5]",0.775628
"[0, 4, 3, 1, 5, 2]",0.997994
"[0, 4, 3, 2, 1, 5]",0.774217
"[0, 4, 3, 2, 5, 1]",0.779071
"[0, 4, 3, 5, 1, 2]",0.994446
"[0, 4, 3, 5, 2, 1]",0.998803
"[0, 4, 5, 1, 2, 3]",0.994446
"[0, 4, 5, 1, 3, 2]",0.994446
"[0, 4, 5, 2, 1, 3]",0.998803
"[0, 4, 5, 2, 3, 1]",0.998803
"[0, 4, 5, 3, 1, 2]",0.994446
"[0, 4, 5, 3, 2, 1]",0.998803
"[0, 5, 1, 2, 3, 4]",0.891027
"[0, 5, 1, 2, 4, 3]",0.891027
"[0, 5, 1, 3, 2, 4]",0.891029
"[0, 5, 1, 3, 4, 2]",0.888111
"[0, 5, 1, 4, 2, 3]",0.888082
"[0, 5, 1, 4, 3, 2]",0.888122
"[0, 5, 2, 1, 3, 4]",0.995817
"[0, 5, 2, 1, 4, 3]",0.995817
"[0, 5, 2, 3, 1, 4]",0.995817
"[0, 5, 2, 3, 4, 1]",0.99127
"[0, 5, 2, 4, 1, 3]",0.99127
"[0, 5, 2, 4, 3, 1]",0.99127
"[0, 5, 3, 1, 2, 4]",0.891027
"[0, 5, 3, 1, 4, 2]",0.888082
"[0, 5, 3, 2, 1, 4]",0.995817
"[0, 5, 3, 2, 4, 1]",0.99127
"[0, 5, 3, 4, 1, 2]",0.909654
"[0, 5, 3, 4, 2, 1]",0.996352
"[0, 5, 4, 1, 2, 3]",0.909654
"[0, 5, 4, 1, 3, 2]",0.909783
"[0, 5, 4, 2, 1, 3]",0.996352
"[0, 5, 4, 2, 3, 1]",0.996352
"[0, 5, 4, 3, 1, 2]",0.909654
"[0, 5, 4, 3, 2, 1]",0.996352
"[1, 0, 2, 3, 4, 5]",0.767574
"[1, 0, 2, 3, 5, 4]",0.795081
"[1, 0, 2, 4, 3, 5]",0.767574
"[1, 0, 2, 4, 5, 3]",0.874298
"[1, 0, 2, 5, 3, 4]",0.923611
"[1, 0, 2, 5, 4, 3]",0.922101
"[1, 0, 3, 2, 4, 5]",0.767574
"[1, 0, 3, 2, 5, 4]",0.795081
"[1, 0, 3, 4, 2, 5]",0.775654
"[1, 0, 3, 4, 5, 2]",0.99644
"[1, 0, 3, 5, 2, 4]",0.996493
"[1, 0, 3, 5, 4, 2]",0.996545
"[1, 0, 4, 2, 3, 5]",0.775654
"[1, 0, 4, 2, 5, 3]",0.822311
"[1, 0, 4, 3, 2, 5]",0.775654
"[1, 0, 4, 3, 5, 2]",0.99644
"[1, 0, 4, 5, 2, 3]",0.99644
"[1, 0, 4, 5, 3, 2]",0.99644
"[1, 0, 5, 2, 3, 4]",0.996493
"[1, 0, 5, 2, 4, 3]",0.996493
"[1, 0, 5, 3, 2, 4]",0.996554
"[1, 0, 5, 3, 4, 2]",0.996713
"[1, 0, 5, 4, 2, 3]",0.996545
"[1, 0, 5, 4, 3, 2]",0.996705
"[1, 2, 0, 3, 4, 5]",0.998349
"[1, 2, 0, 3, 5, 4]",0.998105
"[1, 2, 0, 4, 3, 5]",0.998349
"[1, 2, 0, 4, 5, 3]",0.998349
"[1, 2, 0, 5, 3, 4]",0.998105
"[1, 2, 0, 5, 4, 3]",0.998105
"[1, 2, 3, 0, 4, 5]",0.998349
"[1, 2, 3, 0, 5, 4]",0.998105
"[1, 2, 3, 4, 0, 5]",0.998349
"[1, 2, 3, 4, 5, 0]",0.998347
"[1, 2, 3, 5, 0, 4]",0.997905
"[1, 2, 3, 5, 4, 0]",0.997905
"[1, 2, 4, 0, 3, 5]",0.998349
"[1, 2, 4, 0, 5, 3]",0.998349
"[1, 2, 4, 3, 0, 5]",0.998349
"[1, 2, 4, 3, 5, 0]",0.998347
"[1, 2, 4, 5, 0, 3]",0.998347
"[1, 2, 4, 5, 3, 0]",0.998347
"[1, 2, 5, 0, 3, 4]",0.997905
"[1, 2, 5, 0, 4, 3]",0.997905
"[1, 2, 5, 3, 0, 4]",0.997905
"[1, 2, 5, 3, 4, 0]",0.997905
"[1, 2, 5, 4, 0, 3]",0.997905
"[1, 2, 5, 4, 3, 0]",0.997905
"[1, 3, 0, 2, 4, 5]",0.767574
"[1, 3, 0, 2, 5, 4]",0.795081
"[1, 3, 0, 4, 2, 5]",0.775654
"[1, 3, 0, 4, 5, 2]",0.99644
"[1, 3, 0, 5, 2, 4]",0.996493
"[1, 3, 0, 5, 4, 2]",0.996545
"[1, 3, 2, 0, 4, 5]",0.998349
"[1, 3, 2, 0, 5, 4]",0.998105
"[1, 3, 2, 4, 0, 5]",0.998349
"[1, 3, 2, 4, 5, 0]",0.998347
"[1, 3, 2, 5, 0, 4]",0.997905
"[1, 3, 2, 5, 4, 0]",0.997905
"[1, 3, 4, 0, 2, 5]",0.775654
"[1, 3, 4, 0, 5, 2]",0.99644
"[1, 3, 4, 2, 0, 5]",0.997931
"[1, 3, 4, 2, 5, 0]",0.997872
"[1, 3, 4, 5, 0, 2]",0.997477
"[1, 3, 4, 5, 2, 0]",0.997872
"[1, 3, 5, 0, 2, 4]",0.997458
"[1, 3, 5, 0, 4, 2]",0.998404
"[1, 3, 5, 2, 0, 4]",0.997905
"[1, 3, 5, 2, 4, 0]",0.997905
"[1, 3, 5, 4, 0, 2]",0.998404
"[1, 3, 5, 4, 2, 0]",0.998645
"[1, 4, 0, 2, 3, 5]",0.775654
"[1, 4, 0, 2, 5, 3]",0.822311
"[1, 4, 0, 3, 2, 5]",0.775654
"[1, 4, 0, 3, 5, 2]",0.99644
"[1, 4, 0, 5, 2, 3]",0.99644
"[1, 4, 0, 5, 3, 2]",0.99644
"[1, 4, 2, 0, 3, 5]",0.997931
"[1, 4, 2, 0, 5, 3]",0.997931
"[1, 4, 2, 3, 0, 5]",0.997931
"[1, 4, 2, 3, 5, 0]",0.997872
"[1, 4, 2, 5, 0, 3]",0.997872
"[1, 4, 2, 5, 3, 0]",0.997872
"[1, 4, 3, 0, 2, 5]",0.775654
"[1, 4, 3, 0, 5, 2]",0.99644
"[1, 4, 3, 2, 0, 5]",0.997931
"[1, 4, 3, 2, 5, 0]",0.997872
"[1, 4, 3, 5, 0, 2]",0.997477
"[1, 4, 3, 5, 2, 0]",0.997872
"[1, 4, 5, 0, 2, 3]",0.997477
"[1, 4, 5, 0, 3, 2]",0.997477
"[1, 4, 5, 2, 0, 3]",0.997872
"[1, 4, 5, 2, 3, 0]",0.997872
"[1, 4, 5, 3, 0, 2]",0.997477
"[1, 4, 5, 3, 2, 0]",0.997872
"[1, 5, 0, 2, 3, 4]",0.997458
"[1, 5, 0, 2, 4, 3]",0.997458
"[1, 5, 0, 3, 2, 4]",0.997521
"[1, 5, 0, 3, 4, 2]",0.998611
"[1, 5, 0, 4, 2, 3]",0.998404
"[1, 5, 0, 4, 3, 2]",0.998625
"[1, 5, 2, 0, 3, 4]",0.997905
"[1, 5, 2, 0, 4, 3]",0.997905
"[1, 5, 2, 3, 0, 4]",0.997905
"[1, 5, 2, 3, 4, 0]",0.997905
"[1, 5, 2, 4, 0, 3]",0.997905
"[1, 5, 2, 4, 3, 0]",0.997905
"[1, 5, 3, 0, 2, 4]",0.997521
"[1, 5, 3, 0, 4, 2]",0.998573
"[1, 5, 3, 2, 0, 4]",0.997965
"[1, 5, 3, 2, 4, 0]",0.997965
"[1, 5, 3, 4, 0, 2]",0.998573
"[1, 5, 3, 4, 2, 0]",0.998785
"[1, 5, 4, 0, 2, 3]",0.998404
"[1, 5, 4, 0, 3, 2]",0.998625
"[1, 5, 4, 2, 0, 3]",0.998645
"[1, 5, 4, 2, 3, 0]",0.998645
"[1, 5, 4, 3, 0, 2]",0.998604
"[1, 5, 4, 3, 2, 0]",0.998809
"[2, 0, 1, 3, 4, 5]",0.997955
"[2, 0, 1, 3, 5, 4]",0.998061
"[2, 0, 1, 4, 3, 5]",0.997955
"[2, 0, 1, 4, 5, 3]",0.997955
"[2, 0, 1, 5, 3, 4]",0.998061
"[2, 0, 1, 5, 4, 3]",0.998061
"[2, 0, 3, 1, 4, 5]",0.997955
"[2, 0, 3, 1, 5, 4]",0.998061
"[2, 0, 3, 4, 1, 5]",0.997918
"[2, 0, 3, 4, 5, 1]",0.997008
"[2, 0, 3, 5, 1, 4]",0.99702
"[2, 0, 3, 5, 4, 1]",0.993087
"[2, 0, 4, 1, 3, 5]",0.997918
"[2, 0, 4, 1, 5, 3]",0.997918
"[2, 0, 4, 3, 1, 5]",0.997918
"[2, 0, 4, 3, 5, 1]",0.997008
"[2, 0, 4, 5, 1, 3]",0.997008
"[2, 0, 4, 5, 3, 1]",0.997008
"[2, 0, 5, 1, 3, 4]",0.99702
"[2, 0, 5, 1, 4, 3]",0.99702
"[2, 0, 5, 3, 1, 4]",0.99702
"[2, 0, 5, 3, 4, 1]",0.993087
"[2, 0, 5, 4, 1, 3]",0.993087
"[2, 0, 5, 4, 3, 1]",0.993087
"[2, 1, 0, 3, 4, 5]",0.997955
"[2, 1, 0, 3, 5, 4]",0.998107
"[2, 1, 0, 4, 3, 5]",0.997955
"[2, 1, 0, 4, 5, 3]",0.997955
"[2, 1, 0, 5, 3, 4]",0.998107
"[2, 1, 0, 5, 4, 3]",0.998107
"[2, 1, 3, 0, 4, 5]",0.997955
"[2, 1, 3, 0, 5, 4]",0.998107
"[2, 1, 3, 4, 0, 5]",0.997955
"[2, 1, 3, 4, 5, 0]",0.99824
"[2, 1, 3, 5, 0, 4]",0.998035
"[2, 1, 3, 5, 4, 0]",0.998035
"[2, 1, 4, 0, 3, 5]",0.997955
"[2, 1, 4, 0, 5, 3]",0.997955
"[2, 1, 4, 3, 0, 5]",0.997955
"[2, 1, 4, 3, 5, 0]",0.99824
"[2, 1, 4, 5, 0, 3]",0.99824
"[2, 1, 4, 5, 3, 0]",0.99824
"[2, 1, 5, 0, 3, 4]",0.998035
"[2, 1, 5, 0, 4, 3]",0.998035
"[2, 1, 5, 3, 0, 4]",0.998035
"[2, 1, 5, 3, 4, 0]",0.998035
"[2, 1, 5, 4, 0, 3]",0.998035
"[2, 1, 5, 4, 3, 0]",0.998035
"[2, 3, 0, 1, 4, 5]",0.997955
"[2, 3, 0, 1, 5, 4]",0.998061
"[2, 3, 0, 4, 1, 5]",0.997918
"[2, 3, 0, 4, 5, 1]",0.997008
"[2, 3, 0, 5, 1, 4]",0.99702
"[2, 3, 0, 5, 4, 1]",0.993087
"[2, 3, 1, 0, 4, 5]",0.997955
"[2, 3, 1, 0, 5, 4]",0.998107
"[2, 3, 1, 4, 0, 5]",0.997955
"[2, 3, 1, 4, 5, 0]",0.99824
"[2, 3, 1, 5, 0, 4]",0.998035
"[2, 3, 1, 5, 4, 0]",0.998035
"[2, 3, 4, 0, 1, 5]",0.997918
"[2, 3, 4, 0, 5, 1]",0.997008
"[2, 3, 4, 1, 0, 5]",0.997918
"[2, 3, 4, 1, 5, 0]",0.998211
"[2, 3, 4, 5, 0, 1]",0.997486
"[2, 3, 4, 5, 1, 0]",0.997328
"[2, 3, 5, 0, 1, 4]",0.997006
"[2, 3, 5, 0, 4, 1]",0.992489
"[2, 3, 5, 1, 0, 4]",0.996989
"[2, 3, 5, 1, 4, 0]",0.996989
"[2, 3, 5, 4, 0, 1]",0.992489
"[2, 3, 5, 4, 1, 0]",0.992936
"[2, 4, 0, 1, 3, 5]",0.997918
"[2, 4, 0, 1, 5, 3]",0.997918
"[2, 4, 0, 3, 1, 5]",0.997918
"[2, 4, 0, 3, 5, 1]",0.997008
"[2, 4, 0, 5, 1, 3]",0.997008
"[2, 4, 0, 5, 3, 1]",0.997008
"[2, 4, 1, 0, 3, 5]",0.997918
"[2, 4, 1, 0, 5, 3]",0.997918
"[2, 4, 1, 3, 0, 5]",0.997918
"[2, 4, 1, 3, 5, 0]",0.998211
"[2, 4, 1, 5, 0, 3]",0.998211
"[2, 4, 1, 5, 3, 0]",0.998211
"[2, 4, 3, 0, 1, 5]",0.997918
"[2, 4, 3, 0, 5, 1]",0.997008
"[2, 4, 3, 1, 0, 5]",0.997918
"[2, 4, 3, 1, 5, 0]",0.998211
"[2, 4, 3, 5, 0, 1]",0.997486
"[2, 4, 3, 5, 1, 0]",0.997328
"[2, 4, 5, 0, 1, 3]",0.997486
"[2, 4, 5, 0, 3, 1]",0.997486
"[2, 4, 5, 1, 0, 3]",0.997328
"[2, 4, 5, 1, 3, 0]",0.997328
"[2, 4, 5, 3, 0, 1]",0.997486
"[2, 4, 5, 3, 1, 0]",0.997328
"[2, 5, 0, 1, 3, 4]",0.997006
"[2, 5, 0, 1, 4, 3]",0.997006
"[2, 5, 0, 3, 1, 4]",0.997006
"[2, 5, 0, 3, 4, 1]",0.992489
"[2, 5, 0, 4, 1, 3]",0.992489
"[2, 5, 0, 4, 3, 1]",0.992489
"[2, 5, 1, 0, 3, 4]",0.996989
"[2, 5, 1, 0, 4, 3]",0.996989
"[2, 5, 1, 3, 0, 4]",0.996989
"[2, 5, 1, 3, 4, 0]",0.996989
"[2, 5, 1, 4, 0, 3]",0.996989
"[2, 5, 1, 4, 3, 0]",0.996989
"[2, 5, 3, 0, 1, 4]",0.997006
"[2, 5, 3, 0, 4, 1]",0.992489
"[2, 5, 3, 1, 0, 4]",0.996989
"[2, 5, 3, 1, 4, 0]",0.996989
"[2, 5, 3, 4, 0, 1]",0.992489
"[2, 5, 3, 4, 1, 0]",0.992936
"[2, 5, 4, 0, 1, 3]",0.992489
"[2, 5, 4, 0, 3, 1]",0.992489
"[2, 5, 4, 1, 0, 3]",0.992936
"[2, 5, 4, 1, 3, 0]",0.992936
"[2, 5, 4, 3, 0, 1]",0.992489
"[2, 5, 4, 3, 1, 0]",0.992936
"[3, 0, 1, 2, 4, 5]",0.767577
"[3, 0, 1, 2, 5, 4]",0.795086
"[3, 0, 1, 4, 2, 5]",0.775654
"[3, 0, 1, 4, 5, 2]",0.99644
"[3, 0, 1, 5, 2, 4]",0.996488
"[3, 0, 1, 5, 4, 2]",0.996541
"[3, 0, 2, 1, 4, 5]",0.769336
"[3, 0, 2, 1, 5, 4]",0.776924
"[3, 0, 2, 4, 1, 5]",0.76851
"[3, 0, 2, 4, 5, 1]",0.770436
"[3, 0, 2, 5, 1, 4]",0.794228
"[3, 0, 2, 5, 4, 1]",0.793021
"[3, 0, 4, 1, 2, 5]",0.775628
"[3, 0, 4, 1, 5, 2]",0.997994
"[3, 0, 4, 2, 1, 5]",0.774217
"[3, 0, 4, 2, 5, 1]",0.779071
"[3, 0, 4, 5, 1, 2]",0.994446
"[3, 0, 4, 5, 2, 1]",0.998803
"[3, 0, 5, 1, 2, 4]",0.891027
"[3, 0, 5, 1, 4, 2]",0.888082
"[3, 0, 5, 2, 1, 4]",0.995817
"[3, 0, 5, 2, 4, 1]",0.99127
"[3, 0, 5, 4, 1, 2]",0.909654
"[3, 0, 5, 4, 2, 1]",0.996352
"[3, 1, 0, 2, 4, 5]",0.767574
"[3, 1, 0, 2, 5, 4]",0.795081
"[3, 1, 0, 4, 2, 5]",0.775654
"[3, 1, 0, 4, 5, 2]",0.99644
"[3, 1, 0, 5, 2, 4]",0.996493
"[3, 1, 0, 5, 4, 2]",0.996545
"[3, 1, 2, 0, 4, 5]",0.998349
"[3, 1, 2, 0, 5, 4]",0.998105
"[3, 1, 2, 4, 0, 5]",0.998349
"[3, 1, 2, 4, 5, 0]",0.998347
"[3, 1, 2, 5, 0, 4]",0.997905
"[3, 1, 2, 5, 4, 0]",0.997905
"[3, 1, 4, 0, 2, 5]",0.775654
"[3, 1, 4, 0, 5, 2]",0.99644
"[3, 1, 4, 2, 0, 5]",0.997931
"[3, 1, 4, 2, 5, 0]",0.997872
"[3, 1, 4, 5, 0, 2]",0.997477
"[3, 1, 4, 5, 2, 0]",0.997872
"[3, 1, 5, 0, 2, 4]",0.997458
"[3, 1, 5, 0, 4, 2]",0.998404
"[3, 1, 5, 2, 0, 4]",0.997905
"[3, 1, 5, 2, 4, 0]",0.997905
"[3, 1, 5, 4, 0, 2]",0.998404
"[3, 1, 5, 4, 2, 0]",0.998645
"[3, 2, 0, 1, 4, 5]",0.997955
"[3, 2, 0, 1, 5, 4]",0.998061
"[3, 2, 0, 4, 1, 5]",0.997918
"[3, 2, 0, 4, 5, 1]",0.997008
"[3, 2, 0, 5, 1, 4]",0.99702
"[3, 2, 0, 5, 4, 1]",0.993087
"[3, 2, 1, 0, 4, 5]",0.997955
"[3, 2, 1, 0, 5, 4]",0.998107
"[3, 2, 1, 4, 0, 5]",0.997955
"[3, 2, 1, 4, 5, 0]",0.99824
"[3, 2, 1, 5, 0, 4]",0.998035
"[3, 2, 1, 5, 4, 0]",0.998035
"[3, 2, 4, 0, 1, 5]",0.997918
"[3, 2, 4, 0, 5, 1]",0.997008
"[3, 2, 4, 1, 0, 5]",0.997918
"[3, 2, 4, 1, 5, 0]",0.998211
"[3, 2, 4, 5, 0, 1]",0.997486
"[3, 2, 4, 5, 1, 0]",0.997328
"[3, 2, 5, 0, 1, 4]",0.997006
"[3, 2, 5, 0, 4, 1]",0.992489
"[3, 2, 5, 1, 0, 4]",0.996989
"[3, 2, 5, 1, 4, 0]",0.996989
"[3, 2, 5, 4, 0, 1]",0.992489
"[3, 2, 5, 4, 1, 0]",0.992936
"[3, 4, 0, 1, 2, 5]",0.775628
"[3, 4, 0, 1, 5, 2]",0.997994
"[3, 4, 0, 2, 1, 5]",0.774217
"[3, 4, 0, 2, 5, 1]",0.779071
"[3, 4, 0, 5, 1, 2]",0.994446
"[3, 4, 0, 5, 2, 1]",0.998803
"[3, 4, 1, 0, 2, 5]",0.77537
"[3, 4, 1, 0, 5, 2]",0.997812
"[3, 4, 1, 2, 0, 5]",0.999187
"[3, 4, 1, 2, 5, 0]",0.999043
"[3, 4, 1, 5, 0, 2]",0.998689
"[3, 4, 1, 5, 2, 0]",0.999043
"[3, 4, 2, 0, 1, 5]",0.999376
"[3, 4, 2, 0, 5, 1]",0.997808
"[3, 4, 2, 1, 0, 5]",0.999376
"[3, 4, 2, 1, 5, 0]",0.999067
"[3, 4, 2, 5, 0, 1]",0.997797
"[3, 4, 2, 5, 1, 0]",0.997879
"[3, 4, 5, 0, 1, 2]",0.994045
"[3, 4, 5, 0, 2, 1]",0.99832
"[3, 4, 5, 1, 0, 2]",0.993837
"[3, 4, 5, 1, 2, 0]",0.993509
"[3, 4, 5, 2, 0, 1]",0.997797
"[3, 4, 5, 2, 1, 0]",0.997879
"[3, 5, 0, 1, 2, 4]",0.892128
"[3, 5, 0, 1, 4, 2]",0.892423
"[3, 5, 0, 2, 1, 4]",0.996828
"[3, 5, 0, 2, 4, 1]",0.992214
"[3, 5, 0, 4, 1, 2]",0.939638
"[3, 5, 0, 4, 2, 1]",0.997191
"[3, 5, 1, 0, 2, 4]",0.890833
"[3, 5, 1, 0, 4, 2]",0.891808
"[3, 5, 1, 2, 0, 4]",0.888997
"[3, 5, 1, 2, 4, 0]",0.888997
"[3, 5, 1, 4, 0, 2]",0.891808
"[3, 5, 1, 4, 2, 0]",0.890983
"[3, 5, 2, 0, 1, 4]",0.997006
"[3, 5, 2, 0, 4, 1]",0.992489
"[3, 5, 2, 1, 0, 4]",0.996989
"[3, 5, 2, 1, 4, 0]",0.996989
"[3, 5, 2, 4, 0, 1]",0.992489
"[3, 5, 2, 4, 1, 0]",0.992936
"[3, 5, 4, 0, 1, 2]",0.939638
"[3, 5, 4, 0, 2, 1]",0.997191
"[3, 5, 4, 1, 0, 2]",0.939718
"[3, 5, 4, 1, 2, 0]",0.936425
"[3, 5, 4, 2, 0, 1]",0.997483
"[3, 5, 4, 2, 1, 0]",0.997838
"[4, 0, 1, 2, 3, 5]",0.775628
"[4, 0, 1, 2, 5, 3]",0.822138
"[4, 0, 1, 3, 2, 5]",0.775628
"[4, 0, 1, 3, 5, 2]",0.997994
"[4, 0, 1, 5, 2, 3]",0.997994
"[4, 0, 1, 5, 3, 2]",0.997994
"[4, 0, 2, 1, 3, 5]",0.774217
"[4, 0, 2, 1, 5, 3]",0.819163
"[4, 0, 2, 3, 1, 5]",0.774217
"[4, 0, 2, 3, 5, 1]",0.779071
"[4, 0, 2, 5, 1, 3]",0.822188
"[4, 0, 2, 5, 3, 1]",0.821766
"[4, 0, 3, 1, 2, 5]",0.775628
"[4, 0, 3, 1, 5, 2]",0.997994
"[4, 0, 3, 2, 1, 5]",0.774217
"[4, 0, 3, 2, 5, 1]",0.779071
"[4, 0, 3, 5, 1, 2]",0.994446
"[4, 0, 3, 5, 2, 1]",0.998803
"[4, 0, 5, 1, 2, 3]",0.994446
"[4, 0, 5, 1, 3, 2]",0.994446
"[4, 0, 5, 2, 1, 3]",0.998803
"[4, 0, 5, 2, 3, 1]",0.998803
"[4, 0, 5, 3, 1, 2]",0.994446
"[4, 0, 5, 3, 2, 1]",0.998803
"[4, 1, 0, 2, 3, 5]",0.77537
"[4, 1, 0, 2, 5, 3]",0.821814
"[4, 1, 0, 3, 2, 5]",0.77537
"[4, 1, 0, 3, 5, 2]",0.997812
"[4, 1, 0, 5, 2, 3]",0.997812
"[4, 1, 0, 5, 3, 2]",0.997812
"[4, 1, 2, 0, 3, 5]",0.999187
"[4, 1, 2, 0, 5, 3]",0.999187
"[4, 1, 2, 3, 0, 5]",0.999187
"[4, 1, 2, 3, 5, 0]",0.999043
"[4, 1, 2, 5, 0, 3]",0.999043
"[4, 1, 2, 5, 3, 0]",0.999043
"[4, 1, 3, 0, 2, 5]",0.77537
"[4, 1, 3, 0, 5, 2]",0.997812
"[4, 1, 3, 2, 0, 5]",0.999187
"[4, 1, 3, 2, 5, 0]",0.999043
"[4, 1, 3, 5, 0, 2]",0.998689
"[4, 1, 3, 5, 2, 0]",0.999043
"[4, 1, 5, 0, 2, 3]",0.998689
"[4, 1, 5, 0, 3, 2]",0.998689
"[4, 1, 5, 2, 0, 3]",0.999043
"[4, 1, 5, 2, 3, 0]",0.999043
"[4, 1, 5, 3, 0, 2]",0.998689
"[4, 1, 5, 3, 2, 0]",0.999043
"[4, 2, 0, 1, 3, 5]",0.999376
"[4, 2, 0, 1, 5, 3]",0.999376
"[4, 2, 0, 3, 1, 5]",0.999376
"[4, 2, 0, 3, 5, 1]",0.997808
"[4, 2, 0, 5, 1, 3]",0.997808
"[4, 2, 0, 5, 3, 1]",0.997808
"[4, 2, 1, 0, 3, 5]",0.999376
"[4, 2, 1, 0, 5, 3]",0.999376
"[4, 2, 1, 3, 0, 5]",0.999376
"[4, 2, 1, 3, 5, 0]",0.999067
"[4, 2, 1, 5, 0, 3]",0.999067
"[4, 2, 1, 5, 3, 0]",0.999067
"[4, 2, 3, 0, 1, 5]",0.999376
"[4, 2, 3, 0, 5, 1]",0.997808
"[4, 2, 3, 1, 0, 5]",0.999376
"[4, 2, 3, 1, 5, 0]",0.999067
"[4, 2, 3, 5, 0, 1]",0.997797
"[4, 2, 3, 5, 1, 0]",0.997879
"[4, 2, 5, 0, 1, 3]",0.997797
"[4, 2, 5, 0, 3, 1]",0.997797
"[4, 2, 5, 1, 0, 3]",0.997879
"[4, 2, 5, 1, 3, 0]",0.997879
"[4, 2, 5, 3, 0, 1]",0.997797
"[4, 2, 5, 3, 1, 0]",0.997879
"[4, 3, 0, 1, 2, 5]",0.775628
"[4, 3, 0, 1, 5, 2]",0.997994
"[4, 3, 0, 2, 1, 5]",0.774217
"[4, 3, 0, 2, 5, 1]",0.779071
"[4, 3, 0, 5, 1, 2]",0.994446
"[4, 3, 0, 5, 2, 1]",0.998803
"[4, 3, 1, 0, 2, 5]",0.77537
