dataset,distribution,n_placements,mean,sd,range,best,n_optima,swap_edges,rho_swap,fdc
cifar100,2;1;3;0;0,60,62.76027775522867,2.6716483552305696,9.970000085449215,67.10000002441406,1,660,0.05646389405044197,-0.290024007087543
cifar100,2;2;0;0;2,90,48.20774071426956,4.705236975385264,19.10333329874674,58.30999992675781,1,1080,0.33688326352026127,-0.41542547348686254
cifar100,2;2;0;1;1,180,61.17144442301433,6.783506217728861,21.24666669718423,67.57333331909179,1,2340,0.3137861751575139,-0.052208779392074814
cifar100,2;2;0;2;0,90,66.39155553093804,3.362475686555464,13.023333235677093,70.70999991455079,1,1080,0.1271824804968368,-0.15608073973595776
cifar100,2;2;1;0;1,180,59.19112960570159,5.817344503138369,18.939999984741206,64.82999994506835,1,2340,0.29288278661189693,-0.10610093680208142
cifar100,2;2;1;1;0,180,65.61975923773306,3.520657559142856,12.41000003356934,70.05999998168946,1,2340,0.30346412371945736,-0.0855272839561225
cifar100,2;2;2;0;0,90,62.60799997973407,2.557973729680271,11.65333334554036,67.07333330078124,1,1080,0.11321733751530064,-0.16243626454912435
cifar100,2;3;0;0;1,60,51.9798333052063,3.776670069158446,14.746666658528639,58.30666665039062,1,660,0.20800367643327133,-0.1608202394918483
cifar100,2;3;0;1;0,60,63.71833331015692,4.856133637559834,13.566666640218095,67.58666662190755,1,660,0.19490138298579593,-0.11062560282466985
cifar100,2;3;1;0;0,60,61.46833331192017,3.3104118883899463,10.249999996948233,64.50999997253417,1,660,0.1649300399261284,0.03214706552245978
cifar100,2;4;0;0;0,15,55.562222189670145,1.4613087270023768,3.6733333658854193,57.93999998168945,1,120,0.041626699236805544,-0.6593383224974682
cifar100,3;0;0;0;3,20,36.6311666429329,15.44420502362865,46.37999996732076,47.37999996643066,1,180,0.0488173208885062,-0.19303678836876204
cifar100,3;0;0;1;2,60,46.10216664576637,20.682757107331764,66.36666667353312,67.36666667277018,1,660,0.22490466743662926,-0.4152001032966102
cifar100,3;0;0;2;1,60,52.17466664376577,22.47331869072456,67.47333335431416,68.47333335367838,1,660,0.21283722508685932,-0.3193566847008866
cifar100,3;0;0;3;0,20,56.063666647523235,23.242331794427002,68.76999998830159,69.76999998779297,1,180,0.029596159050161303,-0.3487492771282752
cifar100,3;0;1;0;2,60,43.94133331465403,19.31630770680746,61.89999997634887,62.899999975585935,1,660,0.2338407252535982,-0.32661770739122936
cifar100,3;0;1;1;1,120,50.91080553773668,21.9618374836318,66.80999996426901,67.80999996337891,1,1440,0.27919309220879235,-0.225036620237836
cifar100,3;0;1;2;0,60,55.49949998521804,23.001076488787504,69.31000001322428,70.31000001220703,1,660,0.201322934262893,-0.1734761244176667
cifar100,3;0;2;0;1,60,48.43416665130827,20.796550070976636,63.96666664708454,64.9666666463216,1,660,0.22796788897933473,-0.4126415591488176
cifar100,3;0;2;1;0,60,54.221222203076685,22.566959452088422,67.97333325284322,68.97333325195312,1,660,0.20259472409358237,-0.21162554074581869
cifar100,3;0;3;0;0,20,51.29999999327977,21.394594435709852,63.78000003102621,64.78000003051758,1,180,0.04426177384846261,-0.3662805799107334
cifar100,3;1;0;0;2,60,40.40405553205702,17.269931138907967,57.01999993693035,58.01999993591309,1,660,0.2217881406031609,-0.07343776215561698
cifar100,3;1;0;1;1,120,49.868916648188694,21.779071811455637,66.51999995803833,67.51999995727539,1,1440,0.27483179212924314,-0.1629206043327793
cifar100,3;1;0;2;0,60,55.555388873856856,23.133423521973832,69.43999994595846,70.43999994506837,1,660,0.18305443949011446,-0.13419747967899365
cifar100,3;1;1;0;1,120,47.77119442436113,20.54849510643596,63.559999976476035,64.55999997558594,1,1440,0.2829166439791567,-0.22320439142467247
cifar100,3;1;1;1;0,120,54.55405553865221,22.716643346371875,68.59333334236146,69.59333334147136,1,1440,0.2540794645945137,-0.14083021762749762
cifar100,3;1;2;0;0,60,51.90216664911482,21.514182626022833,65.70666666145324,66.70666666056314,1,660,0.18995366129895358,-0.15694389222978758
cifar100,3;2;0;0;1,60,44.383277752460906,18.831047839884388,57.27999999262492,58.279999991861985,1,660,0.1981362986752101,-0.09370379118725763
cifar100,3;2;0;1;0,60,53.83061109233434,22.60522274751586,66.86999992802936,67.8699999267578,1,660,0.1829498912203202,0.057149504941600114
cifar100,3;2;1;0;0,60,51.66083330779818,21.40333087142348,63.52999990323384,64.52999990234375,1,660,0.1861894301775517,-0.2036715298120068
cifar100,3;3;0;0;0,20,48.976833311837524,20.179503109036997,57.19999998842876,58.19999998779297,1,180,-0.015443588431021879,0.10252898697987413
cifar100,4;0;0;0;2,15,21.4188888811832,21.964630235043423,46.279999972407026,47.27999997151693,1,120,0.10952029683444235,-0.5616704582285673
cifar100,4;0;0;1;1,30,27.370111095458142,28.788603485090917,66.38000001335145,67.38000001220703,1,270,0.16657727285776272,-0.44659673401489525
cifar100,4;0;0;2;0,15,31.422666665929157,32.53692291632375,66.2299999701182,67.22999996948242,1,120,0.07506552960121947,-0.5331379999617271
cifar100,4;0;1;0;1,30,25.95577777068668,27.066663880324477,61.77333331604003,62.773333315022775,1,270,0.17583156357692212,-0.31647095357157107
cifar100,4;0;1;1;0,30,30.712222219145033,31.797691100947514,66.2533333422343,67.25333334147136,1,270,0.1664500669908095,-0.37310531249506795
cifar100,4;0;2;0;0,15,28.823777766477793,29.81598329569099,61.97999997876485,62.979999977620444,1,120,0.0911484038678804,-0.5527885050261918
cifar100,4;1;0;0;1,30,24.284111096517776,25.13880102132389,57.01999995231628,58.019999951171876,1,270,0.19437543182855369,-0.42951356038743826
cifar100,4;1;0;1;0,30,30.354222208048505,31.528285216386536,66.46666661491395,67.46666661376953,1,270,0.1498785788536148,0.0008569119823665657
cifar100,4;1;1;0;0,30,28.93855554439121,29.903336501102597,61.679999988683065,62.67999998779297,1,270,0.15829115955184533,-0.2416602492218584
cifar100,4;2;0;0;0,15,27.455777761976453,28.28274036807791,57.00999995218913,58.00999995117188,1,120,0.0638345206814534,-0.5247908132178214
cifar100,5;0;0;0;1,6,8.69666665511661,17.2102698419634,46.179999933624266,47.17999993286133,1,30,-0.20000000000000004,-1.0
cifar100,5;0;0;1;0,6,12.119999999745685,24.865075909911393,66.72000000050862,67.72,1,30,-0.2000000000000001,-1.0
cifar100,5;0;1;0;0,6,11.244999999152292,22.908516428499667,61.469999997584026,62.469999996948246,1,30,-0.19999999999999998,-1.0
cifar100,5;1;0;0;0,6,10.531111107359992,21.31221233812696,57.18666664695739,58.18666664632161,1,30,-0.19999999999999982,-0.9999999999999999
cifar100,6;0;0;0;0,1,0.9999999992370605,0.0,0.0,0.9999999992370605,1,0,nan,nan
ImageNet16-120,0;0;0;0;6,1,9.383333297729493,0.0,0.0,9.383333297729493,1,0,nan,nan
ImageNet16-120,0;0;0;1;5,6,21.41203701379564,3.362716827764091,9.311111128913033,26.22222221713596,1,30,-0.20000000000000004,-0.6397149477605183
ImageNet16-120,0;0;0;2;4,15,30.462962922951025,4.190145048568119,14.661111090766056,36.34444440375434,1,120,0.08911765706874106,-0.36802036971123847
ImageNet16-120,0;0;0;3;3,20,36.425833282894565,2.845758301832389,9.74444453514947,39.811111097547744,1,180,-0.010964117908484235,-0.18661674673503145
ImageNet16-120,0;0;0;4;2,15,38.07222216531259,2.884250560156741,9.733333262125655,41.19999989827474,1,120,0.08719650561521686,-0.3589922817592092
ImageNet16-120,0;0;0;5;1,6,39.461111058553065,2.34030045819912,6.8333333384195925,42.483333307902015,1,30,-0.19999999999999993,-0.5775236567578883
ImageNet16-120,0;0;0;6;0,1,40.777777659098305,0.0,0.0,40.777777659098305,1,0,nan,nan
ImageNet16-120,0;0;1;0;5,6,19.25925923863164,2.728951738639124,6.733333287556967,23.299999936421713,1,30,-0.20000000000000012,-0.662186197855907
ImageNet16-120,0;0;1;1;4,30,29.117962929280598,3.952755367400157,14.233333335876466,35.5166666692098,1,270,0.20436610097708452,-0.34101434630445515
ImageNet16-120,0;0;1;2;3,60,36.18833328186318,3.0218783211015134,14.066666656494142,39.88333329772949,1,660,0.28678717130192216,-0.5015598987876662
ImageNet16-120,0;0;1;3;2,60,39.7745369816109,2.2197586571048813,11.277777762518987,44.59999994913737,1,660,0.2920180105703916,-0.6194350194972333
ImageNet16-120,0;0;1;4;1,30,41.25462958173398,2.0807030848717583,8.633333429972325,45.13333336385091,1,270,0.25332264110847796,-0.5723603301218989
ImageNet16-120,0;0;1;5;0,6,42.164814714502405,1.0660765442221236,3.5666666497124524,44.111111016167534,1,30,-0.19999999999999996,-0.8164612303810127
ImageNet16-120,0;0;2;0;4,15,26.691851817152237,4.113036521974021,13.916666666666671,32.933333279927574,1,120,0.1553268652337444,-0.8170915411877872
ImageNet16-120,0;0;2;1;3,60,35.29101847067939,3.0909954944659086,14.60000001864963,40.09999997626411,1,660,0.31857479614566675,-0.5186735826272408
ImageNet16-120,0;0;2;2;2,90,40.27999995629581,2.1008305141636616,8.999999959309896,44.73333327738444,1,1080,0.4048561209941971,-0.5582425142944114
ImageNet16-120,0;0;2;3;1,60,42.681111051969175,1.719826955567067,6.361111182318801,45.74999998982747,1,660,0.39371199821406194,-0.49158137821944903
ImageNet16-120,0;0;2;4;0,15,42.9214814175076,1.6046548476608964,4.955555519951716,45.58888879733615,1,120,0.22255119714580693,-0.720872218939824
ImageNet16-120,0;0;3;0;3,20,33.02194439701505,3.017146190780305,14.166666603088387,36.96666660054525,1,180,0.09923164067861867,-0.6066892256152235
ImageNet16-120,0;0;3;1;2,60,39.76925920754892,2.0726445344840445,7.550000040690101,44.033333302815755,1,660,0.32724720580894295,-0.3577919458792648
ImageNet16-120,0;0;3;2;1,60,43.26740735103467,1.5494209328500341,5.600000066121424,45.5833333791097,1,660,0.38526773160561295,-0.38616768561633774
ImageNet16-120,0;0;3;3;0,20,44.3997221906874,1.1576296563542543,3.7555554826524613,46.08888883124458,1,180,0.2628591168724564,-0.5224240555802119
ImageNet16-120,0;0;4;0;2,15,37.450740693381974,1.6929384538890926,4.888888836330828,40.055555497911236,1,120,0.10158153252553742,-0.6687265696587357
ImageNet16-120,0;0;4;1;1,30,42.82722216785574,1.5449921385175902,5.16666669718424,44.850000015258786,1,270,0.28961523119132554,-0.32515880219572274
ImageNet16-120,0;0;4;2;0,15,44.932592530540184,0.722113565631452,2.5722222290039056,46.18333326212565,1,120,0.11645804044801494,-0.26607478613047697
ImageNet16-120,0;0;5;0;1,6,39.45370364888509,1.3908677255415154,4.083333333333343,40.53333328247071,1,30,-0.19999999999999996,-0.3471394449505578
ImageNet16-120,0;0;5;1;0,6,43.872222184640385,0.5038738606174735,1.572222152709962,44.88888882446289,1,30,-0.19999999999999996,-0.9023431833965515
ImageNet16-120,0;0;6;0;0,1,35.32222216627333,0.0,0.0,35.32222216627333,1,0,nan,nan
ImageNet16-120,0;1;0;0;5,6,10.072222210848773,0.23460850851094292,0.7499999910990383,10.383333306630451,1,30,-0.20000000000000004,-0.5930437588454585
ImageNet16-120,0;1;0;1;4,30,23.30851848819874,3.8539367682310908,13.533333353678387,30.849999954223634,1,270,0.19746408519228395,-0.4627603504955346
ImageNet16-120,0;1;0;2;3,60,32.93518513607449,3.8388097727723607,16.61111109670003,38.27777773539225,1,660,0.2894322170242146,-0.49784659514865826
ImageNet16-120,0;1;0;3;2,60,38.79574068271496,2.4187641796674053,10.63888893636068,44.15555550130208,1,660,0.219607621170901,-0.2995217416674387
ImageNet16-120,0;1;0;4;1,30,41.320185131440326,2.1993262446929562,9.144444508870436,45.91111111450195,1,270,0.27049699787698317,-0.6291544927977804
ImageNet16-120,0;1;0;5;0,6,42.2777777235243,1.9916595840363656,5.93333334011502,46.3666666531033,1,30,-0.19999999999999998,-0.9181321619687035
ImageNet16-120,0;1;1;0;4,30,20.717037008935435,2.929002811544917,9.62222219763862,26.399999950832793,1,270,0.22723830572796838,-0.4899083669550192
ImageNet16-120,0;1;1;1;3,120,31.748240696278327,3.7565025867394044,15.994444500393332,37.31666666666666,1,1440,0.3700916376304956,-0.19082333724336345
ImageNet16-120,0;1;1;2;2,180,38.66246908688015,2.2529907410232752,10.038888804117846,44.42222215779623,1,2340,0.392572165219392,-0.49000840550551683
ImageNet16-120,0;1;1;3;1,120,42.13435180050885,1.9905038171277003,11.133333262125646,46.21666653442382,1,1440,0.36611639895623116,-0.40047716691820384
ImageNet16-120,0;1;1;4;0,30,43.6042592046102,1.5951719182745818,5.555555653889968,46.3222222290039,1,270,0.25740717481460823,-0.4564516514226145
ImageNet16-120,0;1;2;0;3,60,29.135740701392844,3.8871353610447463,16.333333300272628,35.6833332417806,1,660,0.3053545307275861,-0.5096054184372432
ImageNet16-120,0;1;2;1;2,180,37.75067896055527,2.286171498457498,10.222222229851617,43.355555464002826,1,2340,0.3872395982499688,-0.45602000762368233
ImageNet16-120,0;1;2;2;1,180,42.32429006803065,1.8284477603428595,7.894444458007818,45.91111103312175,1,2340,0.40528289573180004,-0.3665134212457809
ImageNet16-120,0;1;2;3;0,60,44.39462958131013,1.3090885839112203,5.011111041598845,46.73333321634928,1,660,0.2777253995958584,-0.26687835941389326
ImageNet16-120,0;1;3;0;2,60,35.31703698594835,2.114532036402321,9.25000003560384,40.2166666208903,1,660,0.24752600008775272,-0.4964061086891025
ImageNet16-120,0;1;3;1;1,120,41.6423610552258,1.7252922267342423,7.28888893296984,44.877777737087676,1,1440,0.37575189719004204,-0.44615997284894005
ImageNet16-120,0;1;3;2;0,60,44.52981477206194,1.033772292097642,5.038888963487416,46.48888891262478,1,660,0.22640427101825691,-0.4308625403300978
ImageNet16-120,0;1;4;0;1,30,38.65555551543058,1.2896493727536757,4.933333394368489,41.600000025431314,1,270,0.2339726195004058,-0.5746812492208616
ImageNet16-120,0;1;4;1;0,30,43.66814808733904,0.9610724958834037,3.3166665903727193,45.6833332417806,1,270,0.27925028582811423,-0.5234089539208994
ImageNet16-120,0;1;5;0;0,6,36.63703697035048,1.8304681998390113,5.211111097547743,40.7111110297309,1,30,-0.2000000000000001,-0.9953635406443391
ImageNet16-120,0;2;0;0;4,15,10.825185177414506,0.6834398173678712,2.0333333320617673,11.666666660308838,1,120,0.15533631124028885,-0.45683809380767154
ImageNet16-120,0;2;0;1;3,60,25.2783332990717,3.9944607572270097,13.616666675991482,31.849999964396158,1,660,0.3546462321812932,-0.27833862200672266
ImageNet16-120,0;2;0;2;2,90,34.86209871862906,3.3797820967907737,15.216666661580405,41.76666664123535,1,1080,0.3855097861230752,-0.6041637156229048
ImageNet16-120,0;2;0;3;1,60,40.72759254692926,2.4342732399923888,8.16111102803547,44.98333320617675,1,660,0.21731961186520166,-0.4868220400487471
ImageNet16-120,0;2;0;4;0,15,43.10444437854908,1.6323166516648626,6.100000045776369,45.749999923706056,1,120,0.06714408370138736,-0.6339471988477986
ImageNet16-120,0;2;1;0;3,60,22.22333330535183,2.8991342153965647,10.833333334181038,28.255555513170027,1,660,0.3582935058677585,-0.38707940503876287
ImageNet16-120,0;2;1;1;2,180,33.84382711264057,3.330950939593731,15.916666649712457,40.88333329772949,1,2340,0.45068492850726516,-0.3533576462585238
ImageNet16-120,0;2;1;2;1,180,40.567962904169526,2.2791163004156054,9.433333465576183,45.233333358764654,1,2340,0.3496237560201897,-0.3005996645304804
ImageNet16-120,0;2;1;3;0,60,43.754351800056746,1.5295804430026092,6.41666668701172,46.34999991861979,1,660,0.2668981787277786,-0.5518977772763813
ImageNet16-120,0;2;2;0;2,90,30.94999995972433,2.987639827777041,12.166666636149088,37.3833332824707,1,1080,0.4144179000084389,-0.5174822708063478
ImageNet16-120,0;2;2;1;1,180,39.83169747921037,2.13863239141662,8.533333341810447,43.533333302815755,1,2340,0.34487047889803013,-0.27291587999176214
ImageNet16-120,0;2;2;2;0,90,43.69901229272536,1.1777421313509784,5.783333404541018,46.01666668701172,1,1080,0.341344182363903,-0.34957215558147003
ImageNet16-120,0;2;3;0;1,60,36.54611105651856,1.961652235362116,7.127777685377332,39.67777766248915,1,660,0.18958167632440637,-0.37313552971805675
ImageNet16-120,0;2;3;1;0,60,42.87259254876596,0.943937698392661,4.222222237480999,44.8999999440511,1,660,0.28931568551895187,-0.4563690458963346
ImageNet16-120,0;2;4;0;0,15,36.805185143647364,2.105848680695723,7.700000027974447,40.56666665649414,1,120,0.05868146854290894,-0.4559016693376637
ImageNet16-120,0;3;0;0;3,20,12.136388871765137,0.8611585562227911,3.7611111272176103,14.383333330790201,1,180,0.059172934075333014,-0.3469320835838718
ImageNet16-120,0;3;0;1;2,60,27.252592560598583,3.7247284858278826,13.222222233242462,32.411111097547746,1,660,0.38075762744819236,-0.23992127186884332
ImageNet16-120,0;3;0;2;1,60,36.4326851402424,3.126635547105726,10.999999967787002,42.03333331298828,1,660,0.37647081304219276,-0.6759843404776636
ImageNet16-120,0;3;0;3;0,20,42.23499993981255,2.0625587109859995,6.61111108907064,45.43333328755696,1,180,-0.08234511103503919,-0.416985946711586
ImageNet16-120,0;3;1;0;2,60,23.58898144995372,2.9978372689193726,11.805555560641825,29.816666659037274,1,660,0.3898203588831831,-0.31060620454066723
ImageNet16-120,0;3;1;1;1,120,35.5444443973612,3.1374411602357433,10.29999991861979,41.0999998626709,1,1440,0.4111832550498161,-0.4350761834024888
ImageNet16-120,0;3;1;2;0,60,42.18574069877907,1.7725627685217318,7.699999974568684,45.149999974568686,1,660,0.14941357139924027,-0.2870868641303699
ImageNet16-120,0;3;2;0;1,60,32.21842588256553,2.5057258441667556,8.850000008477103,36.849999979654946,1,660,0.35167797469513873,-0.6559282593348008
ImageNet16-120,0;3;2;1;0,60,41.29935180901422,1.5978061962837249,7.516666681925457,44.24999998982747,1,660,0.13072433553421126,-0.3089609741643611
ImageNet16-120,0;3;3;0;0,20,35.935555495452874,1.9600574828430488,6.000000025431319,38.83333330281576,1,180,-0.10886907752546864,-0.3707657045112409
ImageNet16-120,0;4;0;0;2,15,14.159259235918965,0.9307054382564479,2.9444444359673376,15.266666659037272,1,120,0.11633251201209632,-0.6429050498809283
ImageNet16-120,0;4;0;1;1,30,28.728148107147213,3.214371313358979,10.411111026340063,33.46666655985514,1,270,0.30279412669667743,-0.3776021320355637
ImageNet16-120,0;4;0;2;0,15,37.25111106058757,2.91137347033504,7.1999999762641025,41.066666610717775,1,120,0.2043919008216915,-0.8845326738024542
ImageNet16-120,0;4;1;0;1,30,24.99703700564349,3.2713224962664715,10.661111114501953,30.677777720133463,1,270,0.3127119098934108,-0.45568654470338665
ImageNet16-120,0;4;1;1;0,30,36.72555550638835,2.699471282045849,7.7555556030273465,41.12222222900391,1,270,0.2534559250900436,-0.5427488583050857
ImageNet16-120,0;4;2;0;0,15,32.4962962406865,1.8397873513788743,4.95555557081434,35.233333307902015,1,120,0.18346165548743235,-0.8935402463112236
ImageNet16-120,0;5;0;0;1,6,15.740740716863561,0.5257824516961668,1.4444444410536015,16.244444410536023,1,30,-0.2,-0.42843411602493636
ImageNet16-120,0;5;0;1;0,6,29.58611108073482,3.0370377399756063,7.150000000847715,34.249999956766764,1,30,-0.2,-0.6867726685804234
ImageNet16-120,0;5;1;0;0,6,24.983333308467156,4.050817868395674,8.711111048380534,30.74444438680013,1,30,-0.19999999999999998,-0.6360313603623776
ImageNet16-120,0;6;0;0;0,1,16.433333335028752,0.0,0.0,16.433333335028752,1,0,nan,nan
ImageNet16-120,1;0;0;0;5,6,12.24074072548195,1.7415630355266014,4.022222207811145,14.788888862609864,1,30,-0.2,-0.6543354831408212
ImageNet16-120,1;0;0;1;4,30,24.293703672465575,5.904127326491566,21.277777702331548,35.23333325958252,1,270,0.19141235815308605,-0.37999772301976514
ImageNet16-120,1;0;0;2;3,60,31.647222185283233,6.109291092872674,25.533333353678387,40.00000001525879,1,660,0.2168717392492427,-0.01759532840691874
ImageNet16-120,1;0;0;3;2,60,35.60037032521566,4.959104029627231,18.49999987792968,40.23333320617675,1,660,0.19961503593578955,-0.18739769836253098
ImageNet16-120,1;0;0;4;1,30,37.82259253062495,3.6272122325721257,13.433333362155484,41.87777775404188,1,270,0.2668996433288449,-0.24712233238162162
ImageNet16-120,1;0;0;5;0,6,38.93981475067139,2.6992576419017498,7.944444354587127,40.96666655476888,1,30,-0.19999999999999987,-0.3358092494710472
ImageNet16-120,1;0;1;0;4,30,21.64203701711584,5.050489041609655,17.777777686225043,32.11111100429959,1,270,0.21294314175831847,-0.5117832803069319
ImageNet16-120,1;0;1;1;3,120,30.76032403703619,6.060619575641913,25.94444443003337,40.14444440714519,1,1440,0.3249341505401281,-0.2324193103074807
ImageNet16-120,1;0;1;2;2,180,36.37148142740697,4.905689886467135,24.67777774386935,44.47777769300672,1,2340,0.3520908354226382,-0.24728345157908205
ImageNet16-120,1;0;1;3;1,120,39.58694439047354,3.1989357788480244,16.63333333502876,45.39999991522895,1,1440,0.4226898844917929,-0.38111945631932576
ImageNet16-120,1;0;1;4;0,30,40.45518513206199,3.281190290806682,15.488888958401155,45.53333331976997,1,270,0.28294883962141487,-0.4258099599505509
ImageNet16-120,1;0;2;0;3,60,28.851574036746552,5.6253715022447635,22.46111109076606,36.583333297729496,1,660,0.28757568376399123,-0.4693944274626327
ImageNet16-120,1;0;2;1;2,180,35.99512340223996,4.8969336328950055,22.394444403754346,42.916666575113936,1,2340,0.36095225096203226,-0.3153816045257141
ImageNet16-120,1;0;2;2;1,180,40.4016974828932,3.0178178142863494,15.21666675143771,45.08333333333333,1,2340,0.41509274570378835,-0.18362362804127758
ImageNet16-120,1;0;2;3;0,60,41.89962958051892,2.634345184876647,11.816666742960606,46.5166666615804,1,660,0.39171792837173547,-0.3362381592784112
ImageNet16-120,1;0;3;0;2,60,34.091481432031706,4.311746377258042,19.15555554707845,39.08888881937663,1,660,0.23836688193914576,-0.30485213966846036
ImageNet16-120,1;0;3;1;1,120,40.244629578286634,2.760531636892482,12.683333320617677,44.399999959309895,1,1440,0.3116270458214471,-0.36487862230434076
ImageNet16-120,1;0;3;2;0,60,42.45898142602709,2.596137544546324,11.683333385043674,45.76666663953993,1,660,0.23791588427587945,-0.1624535458046472
ImageNet16-120,1;0;4;0;1,30,37.33907402623495,1.6317714115673394,6.138888878716365,40.94999996948242,1,270,0.18611402108051034,-0.32375355410779966
ImageNet16-120,1;0;4;1;0,30,41.31555550401477,2.83268308790393,9.088888849894218,43.83333325873482,1,270,0.07231104340412867,-0.24551872395663024
ImageNet16-120,1;0;5;0;0,6,34.22592587845414,2.5130332161798754,7.733333241780599,36.4666665802002,1,30,-0.19999999999999993,-0.3987570476025207
ImageNet16-120,1;1;0;0;4,30,13.445740722613863,2.5640120479435233,10.388888855828178,21.29999996693929,1,270,0.24475732979449594,-0.5974526156535067
ImageNet16-120,1;1;0;1;3,120,27.128194411200063,6.180244018178257,22.799999951680498,37.049999913533526,1,1440,0.3118818681577747,-0.06984347229416567
ImageNet16-120,1;1;0;2;2,180,35.274660445754904,5.277634953025024,28.811111078050402,44.23333328755697,1,2340,0.26865517423276236,-0.1776227117533468
ImageNet16-120,1;1;0;3;1,120,39.37513883943204,2.816804363398391,15.833333297729485,45.23333328755696,1,1440,0.27315312954706533,-0.32128759333106505
ImageNet16-120,1;1;0;4;0,30,40.482407353577784,3.497707675812238,20.133333249409993,45.58333318074544,1,270,0.13527961901051794,-0.4421685985600729
ImageNet16-120,1;1;1;0;3,120,24.375555526411976,5.379000150697663,20.31666658655802,34.4999999109904,1,1440,0.322774255152513,-0.3341295744840334
ImageNet16-120,1;1;1;1;2,360,34.49458328853301,5.15717528788856,27.583333263397215,43.19999989827474,1,5040,0.35912037725537826,-0.1375420048753494
ImageNet16-120,1;1;1;2;1,360,39.905324021972845,2.7644550968502757,16.83333331807454,44.549999913533526,1,5040,0.3389709103609839,-0.1898680037368405
ImageNet16-120,1;1;1;3;0,120,42.06953698806056,2.3912595879304983,13.166666679382331,46.499999933878584,1,1440,0.3427696674663251,-0.301028672840417
ImageNet16-120,1;1;2;0;2,180,32.290925882202906,4.591422782050616,22.938888864305284,38.61666661071777,1,2340,0.2807467830439234,-0.18735196756959582
ImageNet16-120,1;1;2;1;1,360,39.315987602497614,2.8079736036762486,14.083333338419592,44.183333257039386,1,5040,0.3500031109727881,-0.11763315709453345
ImageNet16-120,1;1;2;2;0,180,42.65623451400568,2.20461571830154,13.033333264668784,46.183333267211914,1,2340,0.2660738594616998,-0.15539887034308325
ImageNet16-120,1;1;3;0;1,120,36.48583328769825,1.942411081900564,9.272222140842011,40.2166665242513,1,1440,0.24739953851491112,-0.2017953288779038
ImageNet16-120,1;1;3;1;0,120,41.577638843366834,2.85042912668102,12.422222222222224,45.16666662597657,1,1440,0.2959873902398135,-0.12538255937642828
ImageNet16-120,1;1;4;0;0,30,35.34277772880837,2.382852480186057,13.466666675143774,40.76666660054525,1,270,0.12877109384406663,-0.4540774133007476
ImageNet16-120,1;2;0;0;3,60,14.791111094789152,3.1021562872221375,10.699999962488809,22.016666618347166,1,660,0.3696285275787074,-0.45021005813577014
ImageNet16-120,1;2;0;1;2,180,30.08879625591702,5.761317696371777,24.688888863457578,40.39999994574653,1,2340,0.33718490758506786,-0.13553207046893662
ImageNet16-120,1;2;0;2;1,180,38.189290071350854,4.013386716823704,23.099999946594238,44.249999908447265,1,2340,0.23119820228218674,-0.02795387430853422
ImageNet16-120,1;2;0;3;0,60,41.446111065278224,2.2958880900248273,6.966666564941406,45.399999888102215,1,660,0.2459149166950553,-0.467441411702968
ImageNet16-120,1;2;1;0;2,180,27.175030830176084,4.791455665954908,19.7888888498942,35.36666659545898,1,2340,0.326739902048272,-0.22134778952326223
ImageNet16-120,1;2;1;1;1,360,37.41907402274285,3.91388798943644,22.388888855828178,43.222222140842014,1,5040,0.33888169166224474,-0.03696482872481594
ImageNet16-120,1;2;1;2;0,180,41.881388837837875,2.2090406478325653,11.300000013563363,44.97777774386935,1,2340,0.2699695795385741,-0.18262553978671114
ImageNet16-120,1;2;2;0;1,180,34.330833291479976,2.996564637326689,17.983333305358887,38.983333236694335,1,2340,0.23368926097649428,-0.1147277266304123
ImageNet16-120,1;2;2;1;0,180,41.10574069106961,2.765431443611218,11.549999969482428,44.48333327229818,1,2340,0.34849015151406715,-0.10431607382396381
ImageNet16-120,1;2;3;0;0,60,35.51768513521265,2.0377811270158666,6.266666594611273,38.86666662258572,1,660,0.2517379549372395,-0.31369900998166483
ImageNet16-120,1;3;0;0;2,60,16.558518495835198,3.66354670874258,14.511111063639321,27.199999938964844,1,660,0.3825598933490214,-0.4823883943086272
ImageNet16-120,1;3;0;1;1,120,32.769305508323946,5.114156688033719,19.944444413079154,40.47777771843804,1,1440,0.276049697374605,-0.17580148146982905
ImageNet16-120,1;3;0;2;0,60,40.030092547070545,2.7739572423900962,16.977777821011014,43.8444444647895,1,660,0.08071981338976515,-0.09899745504947123
ImageNet16-120,1;3;1;0;1,120,29.921203664878565,3.7647494465099163,14.266666614108612,35.411111039903425,1,1440,0.26953010520122705,-0.1803923168893428
ImageNet16-120,1;3;1;1;0,120,39.49472217040592,3.2005621619649736,15.877777747260193,42.72222217814127,2,1440,0.26416126115748395,-0.1043287326101642
ImageNet16-120,1;3;2;0;0,60,34.49148142848544,1.8972685730387,10.599999951680502,37.86666659037272,1,660,0.10197301311585312,-0.27920757368098575
ImageNet16-120,1;4;0;0;1,30,18.820370345278143,3.8896637630957307,13.566666636149094,27.73333328755697,1,270,0.25459112516182847,-0.44653867358976784
ImageNet16-120,1;4;0;1;0,30,35.17925920958342,4.076491347741436,13.34444442240397,40.52222216118707,1,270,0.042702293177440155,-0.17466718282243762
ImageNet16-120,1;4;1;0;0,30,31.342036999766037,2.3536197820979856,8.255555499606658,34.92222215101454,1,270,0.03632190626102666,-0.3560194951348886
