objective,mode,n,seed,hit_generation,censored,evaluations,operator_weights,status
hamming,portfolio,6,0,43,False,880,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,1,43,False,880,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,2,152,False,3060,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,3,0,False,20,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,4,51,False,1040,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,5,11,False,240,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,6,30,False,620,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,7,8,False,180,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,8,115,False,2320,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,9,53,False,1080,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,10,30,False,620,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,11,41,False,840,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,12,67,False,1360,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,13,34,False,700,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,6,14,85,False,1720,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,0,136,False,2740,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,1,107,False,2160,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,2,227,False,4560,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,3,67,False,1360,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,4,84,False,1700,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,5,50,False,1020,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,6,93,False,1880,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,7,478,False,9580,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,8,129,False,2600,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,9,59,False,1200,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,10,261,False,5240,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,11,86,False,1740,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,12,73,False,1480,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,13,126,False,2540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,8,14,189,False,3800,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,0,676,False,13540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,1,111,False,2240,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,2,535,False,10720,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,3,165,False,3320,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,4,76,False,1540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,5,455,False,9120,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,6,213,False,4280,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,7,98,False,1980,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,8,384,False,7700,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,9,154,False,3100,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,10,650,False,13020,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,11,544,False,10900,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,12,78,False,1580,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,13,287,False,5760,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,10,14,138,False,2780,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,0,591,False,11840,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,1,265,False,5320,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,2,113,False,2280,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,3,263,False,5280,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,4,224,False,4500,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,5,1426,False,28540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,6,190,False,3820,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,7,157,False,3160,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,8,338,False,6780,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,9,251,False,5040,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,10,527,False,10560,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,11,566,False,11340,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,12,299,False,6000,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,13,295,False,5920,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,12,14,491,False,9840,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,0,895,False,17920,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,1,587,False,11760,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,2,1138,False,22780,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,3,762,False,15260,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,4,656,False,13140,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,5,536,False,10740,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,6,919,False,18400,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,7,1224,False,24500,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,8,561,False,11240,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,9,310,False,6220,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,10,560,False,11220,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,11,694,False,13900,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,12,878,False,17580,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,13,551,False,11040,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,14,14,738,False,14780,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,0,2329,False,46600,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,1,428,False,8580,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,2,1217,False,24360,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,3,697,False,13960,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,4,868,False,17380,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,5,1132,False,22660,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,6,2506,False,50140,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,7,640,False,12820,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,8,689,False,13800,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,9,1157,False,23160,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,10,966,False,19340,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,11,676,False,13540,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,12,1602,False,32060,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,13,398,False,7980,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,portfolio,16,14,1800,False,36020,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,adaptive,6,0,43,False,927,"{""swap"": 0.3114, ""insert"": 0.1272, ""inversion"": 0.2659, ""scramble"": 0.2955}",ok
hamming,adaptive,6,1,62,False,1311,"{""swap"": 0.2291, ""insert"": 0.3381, ""inversion"": 0.2346, ""scramble"": 0.1982}",ok
hamming,adaptive,6,2,152,False,3193,"{""swap"": 0.3337, ""insert"": 0.2276, ""inversion"": 0.2048, ""scramble"": 0.2339}",ok
hamming,adaptive,6,3,0,False,20,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
hamming,adaptive,6,4,35,False,757,"{""swap"": 0.2209, ""insert"": 0.2349, ""inversion"": 0.261, ""scramble"": 0.2831}",ok
hamming,adaptive,6,5,11,False,254,"{""swap"": 0.2523, ""insert"": 0.2472, ""inversion"": 0.2146, ""scramble"": 0.286}",ok
hamming,adaptive,6,6,41,False,875,"{""swap"": 0.1557, ""insert"": 0.3325, ""inversion"": 0.2637, ""scramble"": 0.2482}",ok
hamming,adaptive,6,7,8,False,189,"{""swap"": 0.3065, ""insert"": 0.2956, ""inversion"": 0.2094, ""scramble"": 0.1885}",ok
hamming,adaptive,6,8,115,False,2408,"{""swap"": 0.323, ""insert"": 0.2837, ""inversion"": 0.1988, ""scramble"": 0.1945}",ok
hamming,adaptive,6,9,53,False,1111,"{""swap"": 0.2431, ""insert"": 0.1969, ""inversion"": 0.2898, ""scramble"": 0.2701}",ok
hamming,adaptive,6,10,65,False,1383,"{""swap"": 0.3301, ""insert"": 0.1862, ""inversion"": 0.2767, ""scramble"": 0.2069}",ok
hamming,adaptive,6,11,36,False,781,"{""swap"": 0.3089, ""insert"": 0.2387, ""inversion"": 0.174, ""scramble"": 0.2784}",ok
hamming,adaptive,6,12,67,False,1428,"{""swap"": 0.275, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.225}",ok
hamming,adaptive,6,13,93,False,1962,"{""swap"": 0.2619, ""insert"": 0.2413, ""inversion"": 0.2287, ""scramble"": 0.2681}",ok
hamming,adaptive,6,14,86,False,1816,"{""swap"": 0.3227, ""insert"": 0.255, ""inversion"": 0.2158, ""scramble"": 0.2065}",ok
hamming,adaptive,8,0,54,False,1148,"{""swap"": 0.1948, ""insert"": 0.1459, ""inversion"": 0.3682, ""scramble"": 0.2911}",ok
hamming,adaptive,8,1,107,False,2240,"{""swap"": 0.3069, ""insert"": 0.3106, ""inversion"": 0.1812, ""scramble"": 0.2013}",ok
hamming,adaptive,8,2,227,False,4769,"{""swap"": 0.2755, ""insert"": 0.2423, ""inversion"": 0.1431, ""scramble"": 0.3391}",ok
hamming,adaptive,8,3,92,False,1968,"{""swap"": 0.32, ""insert"": 0.1542, ""inversion"": 0.2685, ""scramble"": 0.2574}",ok
hamming,adaptive,8,4,283,False,5960,"{""swap"": 0.4339, ""insert"": 0.1896, ""inversion"": 0.2107, ""scramble"": 0.1659}",ok
hamming,adaptive,8,5,50,False,1076,"{""swap"": 0.268, ""insert"": 0.1827, ""inversion"": 0.203, ""scramble"": 0.3462}",ok
hamming,adaptive,8,6,228,False,4777,"{""swap"": 0.1351, ""insert"": 0.2716, ""inversion"": 0.1711, ""scramble"": 0.4222}",ok
hamming,adaptive,8,7,446,False,9367,"{""swap"": 0.415, ""insert"": 0.2191, ""inversion"": 0.22, ""scramble"": 0.1459}",ok
hamming,adaptive,8,8,129,False,2705,"{""swap"": 0.2194, ""insert"": 0.2552, ""inversion"": 0.3394, ""scramble"": 0.186}",ok
hamming,adaptive,8,9,59,False,1248,"{""swap"": 0.2378, ""insert"": 0.2616, ""inversion"": 0.2487, ""scramble"": 0.252}",ok
hamming,adaptive,8,10,261,False,5466,"{""swap"": 0.3305, ""insert"": 0.2766, ""inversion"": 0.2008, ""scramble"": 0.1921}",ok
hamming,adaptive,8,11,171,False,3606,"{""swap"": 0.2647, ""insert"": 0.2177, ""inversion"": 0.2588, ""scramble"": 0.2588}",ok
hamming,adaptive,8,12,105,False,2232,"{""swap"": 0.3417, ""insert"": 0.1986, ""inversion"": 0.2236, ""scramble"": 0.2362}",ok
hamming,adaptive,8,13,45,False,959,"{""swap"": 0.2094, ""insert"": 0.3001, ""inversion"": 0.1675, ""scramble"": 0.323}",ok
hamming,adaptive,8,14,189,False,4004,"{""swap"": 0.325, ""insert"": 0.2317, ""inversion"": 0.2116, ""scramble"": 0.2317}",ok
hamming,adaptive,10,0,195,False,4084,"{""swap"": 0.3066, ""insert"": 0.1891, ""inversion"": 0.185, ""scramble"": 0.3194}",ok
hamming,adaptive,10,1,429,False,9048,"{""swap"": 0.2175, ""insert"": 0.1903, ""inversion"": 0.2925, ""scramble"": 0.2997}",ok
hamming,adaptive,10,2,534,False,11188,"{""swap"": 0.2657, ""insert"": 0.2617, ""inversion"": 0.2607, ""scramble"": 0.2119}",ok
hamming,adaptive,10,3,165,False,3483,"{""swap"": 0.3352, ""insert"": 0.2073, ""inversion"": 0.2203, ""scramble"": 0.2373}",ok
hamming,adaptive,10,4,338,False,7103,"{""swap"": 0.3441, ""insert"": 0.157, ""inversion"": 0.2596, ""scramble"": 0.2393}",ok
hamming,adaptive,10,5,144,False,3042,"{""swap"": 0.3211, ""insert"": 0.1948, ""inversion"": 0.1753, ""scramble"": 0.3088}",ok
hamming,adaptive,10,6,158,False,3337,"{""swap"": 0.1401, ""insert"": 0.2174, ""inversion"": 0.3471, ""scramble"": 0.2954}",ok
hamming,adaptive,10,7,258,False,5433,"{""swap"": 0.3117, ""insert"": 0.2711, ""inversion"": 0.1976, ""scramble"": 0.2196}",ok
hamming,adaptive,10,8,143,False,3004,"{""swap"": 0.2846, ""insert"": 0.2898, ""inversion"": 0.2319, ""scramble"": 0.1937}",ok
hamming,adaptive,10,9,154,False,3249,"{""swap"": 0.386, ""insert"": 0.2159, ""inversion"": 0.2399, ""scramble"": 0.1582}",ok
hamming,adaptive,10,10,250,False,5260,"{""swap"": 0.2933, ""insert"": 0.2866, ""inversion"": 0.2321, ""scramble"": 0.188}",ok
hamming,adaptive,10,11,543,False,11385,"{""swap"": 0.3023, ""insert"": 0.1866, ""inversion"": 0.2304, ""scramble"": 0.2807}",ok
hamming,adaptive,10,12,150,False,3151,"{""swap"": 0.2595, ""insert"": 0.207, ""inversion"": 0.3207, ""scramble"": 0.2129}",ok
hamming,adaptive,10,13,288,False,6038,"{""swap"": 0.2824, ""insert"": 0.2354, ""inversion"": 0.2703, ""scramble"": 0.2119}",ok
hamming,adaptive,10,14,368,False,7722,"{""swap"": 0.3429, ""insert"": 0.2539, ""inversion"": 0.203, ""scramble"": 0.2001}",ok
hamming,adaptive,12,0,402,False,8426,"{""swap"": 0.3002, ""insert"": 0.2624, ""inversion"": 0.2005, ""scramble"": 0.2369}",ok
hamming,adaptive,12,1,189,False,3982,"{""swap"": 0.2999, ""insert"": 0.1424, ""inversion"": 0.3265, ""scramble"": 0.2312}",ok
hamming,adaptive,12,2,114,False,2394,"{""swap"": 0.3196, ""insert"": 0.2476, ""inversion"": 0.2704, ""scramble"": 0.1624}",ok
hamming,adaptive,12,3,436,False,9151,"{""swap"": 0.3001, ""insert"": 0.261, ""inversion"": 0.2391, ""scramble"": 0.1999}",ok
hamming,adaptive,12,4,263,False,5540,"{""swap"": 0.3034, ""insert"": 0.2496, ""inversion"": 0.2399, ""scramble"": 0.207}",ok
hamming,adaptive,12,5,407,False,8561,"{""swap"": 0.2488, ""insert"": 0.192, ""inversion"": 0.2022, ""scramble"": 0.357}",ok
hamming,adaptive,12,6,186,False,3920,"{""swap"": 0.2253, ""insert"": 0.2623, ""inversion"": 0.3512, ""scramble"": 0.1611}",ok
hamming,adaptive,12,7,179,False,3785,"{""swap"": 0.3959, ""insert"": 0.2718, ""inversion"": 0.1557, ""scramble"": 0.1766}",ok
hamming,adaptive,12,8,338,False,7075,"{""swap"": 0.2901, ""insert"": 0.3102, ""inversion"": 0.1638, ""scramble"": 0.2358}",ok
hamming,adaptive,12,9,666,False,13994,"{""swap"": 0.302, ""insert"": 0.1341, ""inversion"": 0.2523, ""scramble"": 0.3115}",ok
hamming,adaptive,12,10,155,False,3266,"{""swap"": 0.3581, ""insert"": 0.1952, ""inversion"": 0.214, ""scramble"": 0.2326}",ok
hamming,adaptive,12,11,833,False,17471,"{""swap"": 0.2706, ""insert"": 0.2168, ""inversion"": 0.2959, ""scramble"": 0.2168}",ok
hamming,adaptive,12,12,429,False,9017,"{""swap"": 0.3303, ""insert"": 0.2014, ""inversion"": 0.2862, ""scramble"": 0.1821}",ok
hamming,adaptive,12,13,341,False,7151,"{""swap"": 0.2576, ""insert"": 0.2103, ""inversion"": 0.1622, ""scramble"": 0.3699}",ok
hamming,adaptive,12,14,640,False,13413,"{""swap"": 0.2453, ""insert"": 0.2432, ""inversion"": 0.2098, ""scramble"": 0.3017}",ok
hamming,adaptive,14,0,868,False,18199,"{""swap"": 0.3437, ""insert"": 0.1805, ""inversion"": 0.2751, ""scramble"": 0.2007}",ok
hamming,adaptive,14,1,293,False,6173,"{""swap"": 0.2813, ""insert"": 0.2135, ""inversion"": 0.199, ""scramble"": 0.3062}",ok
hamming,adaptive,14,2,288,False,6030,"{""swap"": 0.2334, ""insert"": 0.2741, ""inversion"": 0.1773, ""scramble"": 0.3152}",ok
hamming,adaptive,14,3,448,False,9425,"{""swap"": 0.1787, ""insert"": 0.2324, ""inversion"": 0.2868, ""scramble"": 0.3021}",ok
hamming,adaptive,14,4,581,False,12205,"{""swap"": 0.1937, ""insert"": 0.2164, ""inversion"": 0.3608, ""scramble"": 0.2291}",ok
hamming,adaptive,14,5,450,False,9459,"{""swap"": 0.2947, ""insert"": 0.285, ""inversion"": 0.2125, ""scramble"": 0.2078}",ok
hamming,adaptive,14,6,919,False,19306,"{""swap"": 0.3314, ""insert"": 0.2065, ""inversion"": 0.2707, ""scramble"": 0.1914}",ok
hamming,adaptive,14,7,693,False,14529,"{""swap"": 0.3663, ""insert"": 0.1738, ""inversion"": 0.2267, ""scramble"": 0.2333}",ok
hamming,adaptive,14,8,720,False,15093,"{""swap"": 0.2988, ""insert"": 0.2497, ""inversion"": 0.2493, ""scramble"": 0.2023}",ok
hamming,adaptive,14,9,330,False,6940,"{""swap"": 0.2231, ""insert"": 0.2686, ""inversion"": 0.3449, ""scramble"": 0.1633}",ok
hamming,adaptive,14,10,391,False,8208,"{""swap"": 0.2676, ""insert"": 0.2214, ""inversion"": 0.1988, ""scramble"": 0.3121}",ok
hamming,adaptive,14,11,1170,False,24557,"{""swap"": 0.2528, ""insert"": 0.2808, ""inversion"": 0.2153, ""scramble"": 0.2512}",ok
hamming,adaptive,14,12,1300,False,27303,"{""swap"": 0.2459, ""insert"": 0.2832, ""inversion"": 0.2583, ""scramble"": 0.2126}",ok
hamming,adaptive,14,13,614,False,12846,"{""swap"": 0.2415, ""insert"": 0.3095, ""inversion"": 0.2091, ""scramble"": 0.2399}",ok
hamming,adaptive,14,14,1380,False,28939,"{""swap"": 0.3796, ""insert"": 0.1699, ""inversion"": 0.2517, ""scramble"": 0.1988}",ok
hamming,adaptive,16,0,1911,False,40097,"{""swap"": 0.3751, ""insert"": 0.2079, ""inversion"": 0.209, ""scramble"": 0.2079}",ok
hamming,adaptive,16,1,273,False,5757,"{""swap"": 0.2713, ""insert"": 0.2124, ""inversion"": 0.2262, ""scramble"": 0.2901}",ok
hamming,adaptive,16,2,737,False,15445,"{""swap"": 0.2757, ""insert"": 0.3418, ""inversion"": 0.1993, ""scramble"": 0.1832}",ok
hamming,adaptive,16,3,697,False,14644,"{""swap"": 0.2923, ""insert"": 0.2082, ""inversion"": 0.2551, ""scramble"": 0.2444}",ok
hamming,adaptive,16,4,1504,False,31527,"{""swap"": 0.3341, ""insert"": 0.2508, ""inversion"": 0.1975, ""scramble"": 0.2177}",ok
hamming,adaptive,16,5,2043,False,42775,"{""swap"": 0.3508, ""insert"": 0.2956, ""inversion"": 0.1862, ""scramble"": 0.1674}",ok
hamming,adaptive,16,6,457,False,9607,"{""swap"": 0.3468, ""insert"": 0.2011, ""inversion"": 0.1686, ""scramble"": 0.2834}",ok
hamming,adaptive,16,7,827,False,17352,"{""swap"": 0.3051, ""insert"": 0.2649, ""inversion"": 0.2309, ""scramble"": 0.199}",ok
hamming,adaptive,16,8,767,False,16071,"{""swap"": 0.2786, ""insert"": 0.2107, ""inversion"": 0.2153, ""scramble"": 0.2954}",ok
hamming,adaptive,16,9,718,False,15061,"{""swap"": 0.3528, ""insert"": 0.1687, ""inversion"": 0.2658, ""scramble"": 0.2127}",ok
hamming,adaptive,16,10,441,False,9257,"{""swap"": 0.276, ""insert"": 0.2663, ""inversion"": 0.2022, ""scramble"": 0.2555}",ok
hamming,adaptive,16,11,632,False,13237,"{""swap"": 0.3367, ""insert"": 0.2515, ""inversion"": 0.2272, ""scramble"": 0.1846}",ok
hamming,adaptive,16,12,936,False,19623,"{""swap"": 0.2969, ""insert"": 0.1714, ""inversion"": 0.2696, ""scramble"": 0.2621}",ok
hamming,adaptive,16,13,763,False,15995,"{""swap"": 0.2724, ""insert"": 0.2374, ""inversion"": 0.2035, ""scramble"": 0.2867}",ok
hamming,adaptive,16,14,533,False,11176,"{""swap"": 0.3402, ""insert"": 0.1722, ""inversion"": 0.2109, ""scramble"": 0.2767}",ok
kendall,portfolio,6,0,18,False,380,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,1,43,False,880,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,2,77,False,1560,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,3,0,False,20,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,4,51,False,1040,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,5,10,False,220,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,6,30,False,620,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,7,44,False,900,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,8,134,False,2700,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,9,45,False,920,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,10,15,False,320,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
kendall,portfolio,6,11,41,False,840,"{""swap"": 0.25, ""insert"": 0.25, ""inversion"": 0.25, ""scramble"": 0.25}",ok
