landscape,family,method,budget,seeds,success,success_low,success_high,mean_best,mean_auc,mean_evals_to_hit,n_hits
sciml_vanderpol,sciml,ea_aging,25,40,0.075,0.0258,0.1986,0.872797,0.874897,98.29,35
sciml_vanderpol,sciml,ea_aging,50,40,0.175,0.0875,0.3195,0.876517,0.874897,98.29,35
sciml_vanderpol,sciml,ea_aging,100,40,0.475,0.3294,0.625,0.879968,0.874897,98.29,35
sciml_vanderpol,sciml,ea_aging,200,40,0.875,0.7389,0.9454,0.881303,0.874897,98.29,35
sciml_vanderpol,sciml,ea_elitist,15,40,0.05,0.0138,0.165,0.865962,0.875213,78.34,38
sciml_vanderpol,sciml,ea_elitist,25,40,0.075,0.0258,0.1986,0.873902,0.875213,78.34,38
sciml_vanderpol,sciml,ea_elitist,50,40,0.325,0.2008,0.4798,0.878727,0.875213,78.34,38
sciml_vanderpol,sciml,ea_elitist,100,40,0.65,0.4951,0.7787,0.879771,0.875213,78.34,38
sciml_vanderpol,sciml,ea_elitist,200,40,0.95,0.835,0.9862,0.88117,0.875213,78.34,38
sciml_vanderpol,sciml,ea_portfolio,15,40,0.05,0.0138,0.165,0.865962,0.875601,69.95,40
sciml_vanderpol,sciml,ea_portfolio,25,40,0.125,0.0546,0.2611,0.87327,0.875601,69.95,40
sciml_vanderpol,sciml,ea_portfolio,50,40,0.325,0.2008,0.4798,0.878459,0.875601,69.95,40
sciml_vanderpol,sciml,ea_portfolio,100,40,0.8,0.6524,0.895,0.880955,0.875601,69.95,40
sciml_vanderpol,sciml,ea_portfolio,200,40,1.0,0.9124,1.0,0.881387,0.875601,69.95,40
sciml_vanderpol,sciml,eda_precedence,15,40,0.025,0.0044,0.1288,0.865043,0.873938,123.23,22
sciml_vanderpol,sciml,eda_precedence,25,40,0.025,0.0044,0.1288,0.8683,0.873938,123.23,22
sciml_vanderpol,sciml,eda_precedence,50,40,0.05,0.0138,0.165,0.875744,0.873938,123.23,22
sciml_vanderpol,sciml,eda_precedence,100,40,0.175,0.0875,0.3195,0.878749,0.873938,123.23,22
sciml_vanderpol,sciml,eda_precedence,200,40,0.55,0.3983,0.6929,0.881081,0.873938,123.23,22
sciml_vanderpol,sciml,iterated_local_search,15,40,0.025,0.0044,0.1288,0.825239,0.868022,71.75,40
sciml_vanderpol,sciml,iterated_local_search,25,40,0.025,0.0044,0.1288,0.858215,0.868022,71.75,40
sciml_vanderpol,sciml,iterated_local_search,50,40,0.35,0.2213,0.5049,0.875375,0.868022,71.75,40
sciml_vanderpol,sciml,iterated_local_search,100,40,0.75,0.5981,0.8581,0.880895,0.868022,71.75,40
sciml_vanderpol,sciml,iterated_local_search,200,40,1.0,0.9124,1.0,0.881387,0.868022,71.75,40
sciml_vanderpol,sciml,ls_insert,15,40,0.025,0.0044,0.1288,0.825239,0.868022,71.75,40
sciml_vanderpol,sciml,ls_insert,25,40,0.025,0.0044,0.1288,0.858215,0.868022,71.75,40
sciml_vanderpol,sciml,ls_insert,50,40,0.35,0.2213,0.5049,0.875375,0.868022,71.75,40
sciml_vanderpol,sciml,ls_insert,100,40,0.75,0.5981,0.8581,0.880895,0.868022,71.75,40
sciml_vanderpol,sciml,ls_insert,200,40,1.0,0.9124,1.0,0.881387,0.868022,71.75,40
sciml_vanderpol,sciml,ls_inversion,15,40,0.05,0.0138,0.165,0.858704,0.872767,77.61,38
sciml_vanderpol,sciml,ls_inversion,25,40,0.075,0.0258,0.1986,0.868767,0.872767,77.61,38
sciml_vanderpol,sciml,ls_inversion,50,40,0.275,0.1611,0.4284,0.875781,0.872767,77.61,38
sciml_vanderpol,sciml,ls_inversion,100,40,0.675,0.5202,0.7992,0.879478,0.872767,77.61,38
sciml_vanderpol,sciml,ls_inversion,200,40,0.95,0.835,0.9862,0.88117,0.872767,77.61,38
sciml_vanderpol,sciml,ls_swap,15,40,0.025,0.0044,0.1288,0.863229,0.873495,76.35,37
sciml_vanderpol,sciml,ls_swap,25,40,0.075,0.0258,0.1986,0.869356,0.873495,76.35,37
sciml_vanderpol,sciml,ls_swap,50,40,0.25,0.1419,0.4019,0.87623,0.873495,76.35,37
sciml_vanderpol,sciml,ls_swap,100,40,0.7,0.5457,0.8193,0.880125,0.873495,76.35,37
sciml_vanderpol,sciml,ls_swap,200,40,0.925,0.8014,0.9742,0.881193,0.873495,76.35,37
sciml_vanderpol,sciml,prism_protocol,15,40,0.05,0.0138,0.165,0.865462,0.874097,97.51,39
sciml_vanderpol,sciml,prism_protocol,25,40,0.05,0.0138,0.165,0.871329,0.874097,97.51,39
sciml_vanderpol,sciml,prism_protocol,50,40,0.175,0.0875,0.3195,0.874597,0.874097,97.51,39
sciml_vanderpol,sciml,prism_protocol,100,40,0.45,0.3071,0.6017,0.880267,0.874097,97.51,39
sciml_vanderpol,sciml,prism_protocol,200,40,0.975,0.8712,0.9956,0.881385,0.874097,97.51,39
sciml_vanderpol,sciml,simulated_annealing,15,40,0.075,0.0258,0.1986,0.8483,0.86976,108.19,27
sciml_vanderpol,sciml,simulated_annealing,25,40,0.075,0.0258,0.1986,0.865817,0.86976,108.19,27
sciml_vanderpol,sciml,simulated_annealing,50,40,0.125,0.0546,0.2611,0.874568,0.86976,108.19,27
sciml_vanderpol,sciml,simulated_annealing,100,40,0.325,0.2008,0.4798,0.879375,0.86976,108.19,27
sciml_vanderpol,sciml,simulated_annealing,200,40,0.675,0.5202,0.7992,0.880875,0.86976,108.19,27
sciml_vanderpol,sciml,surrogate_positional,15,40,0.0,0.0,0.0876,0.8649,0.871637,101.0,21
sciml_vanderpol,sciml,surrogate_positional,25,40,0.025,0.0044,0.1288,0.87027,0.871637,101.0,21
sciml_vanderpol,sciml,surrogate_positional,50,40,0.1,0.0396,0.2305,0.873916,0.871637,101.0,21
sciml_vanderpol,sciml,surrogate_positional,100,40,0.25,0.1419,0.4019,0.875215,0.871637,101.0,21
sciml_vanderpol,sciml,surrogate_positional,200,40,0.525,0.375,0.6706,0.87796,0.871637,101.0,21
sciml_vanderpol,sciml,surrogate_precedence,15,40,0.0,0.0,0.0876,0.864081,0.868972,116.59,22
sciml_vanderpol,sciml,surrogate_precedence,25,40,0.0,0.0,0.0876,0.865862,0.868972,116.59,22
sciml_vanderpol,sciml,surrogate_precedence,50,40,0.025,0.0044,0.1288,0.868683,0.868972,116.59,22
sciml_vanderpol,sciml,surrogate_precedence,100,40,0.225,0.1232,0.375,0.872579,0.868972,116.59,22
sciml_vanderpol,sciml,surrogate_precedence,200,40,0.55,0.3983,0.6929,0.878721,0.868972,116.59,22
sciml_vanderpol,sciml,uniform,15,40,0.0,0.0,0.0876,0.867324,0.875268,90.21,24
sciml_vanderpol,sciml,uniform,25,40,0.05,0.0138,0.165,0.871518,0.875268,90.21,24
sciml_vanderpol,sciml,uniform,50,40,0.225,0.1232,0.375,0.877237,0.875268,90.21,24
sciml_vanderpol,sciml,uniform,100,40,0.375,0.2422,0.5297,0.880026,0.875268,90.21,24
sciml_vanderpol,sciml,uniform,200,40,0.6,0.446,0.7365,0.880894,0.875268,90.21,24
xor_n5,neural,ea_aging,15,40,0.675,0.5202,0.7992,0.972917,0.990465,12.03,40
xor_n5,neural,ea_aging,25,40,0.95,0.835,0.9862,0.995833,0.990465,12.03,40
xor_n5,neural,ea_aging,50,40,0.975,0.8712,0.9956,0.997917,0.990465,12.03,40
xor_n5,neural,ea_aging,100,40,1.0,0.9124,1.0,1.0,0.990465,12.03,40
xor_n5,neural,ea_aging,200,40,1.0,0.9124,1.0,1.0,0.990465,12.03,40
xor_n5,neural,ea_elitist,15,40,0.675,0.5202,0.7992,0.972917,0.990642,11.78,40
xor_n5,neural,ea_elitist,25,40,0.95,0.835,0.9862,0.995833,0.990642,11.78,40
xor_n5,neural,ea_elitist,50,40,1.0,0.9124,1.0,1.0,0.990642,11.78,40
xor_n5,neural,ea_elitist,100,40,1.0,0.9124,1.0,1.0,0.990642,11.78,40
xor_n5,neural,ea_elitist,200,40,1.0,0.9124,1.0,1.0,0.990642,11.78,40
xor_n5,neural,ea_portfolio,15,40,0.675,0.5202,0.7992,0.972917,0.990694,11.7,40
xor_n5,neural,ea_portfolio,25,40,0.9,0.7695,0.9604,0.991667,0.990694,11.7,40
xor_n5,neural,ea_portfolio,50,40,1.0,0.9124,1.0,1.0,0.990694,11.7,40
xor_n5,neural,ea_portfolio,100,40,1.0,0.9124,1.0,1.0,0.990694,11.7,40
xor_n5,neural,ea_portfolio,200,40,1.0,0.9124,1.0,1.0,0.990694,11.7,40
xor_n5,neural,eda_precedence,15,40,0.7,0.5457,0.8193,0.975,0.990259,12.3,40
xor_n5,neural,eda_precedence,25,40,0.925,0.8014,0.9742,0.99375,0.990259,12.3,40
xor_n5,neural,eda_precedence,50,40,1.0,0.9124,1.0,1.0,0.990259,12.3,40
xor_n5,neural,eda_precedence,100,40,1.0,0.9124,1.0,1.0,0.990259,12.3,40
xor_n5,neural,eda_precedence,200,40,1.0,0.9124,1.0,1.0,0.990259,12.3,40
xor_n5,neural,iterated_local_search,15,40,0.675,0.5202,0.7992,0.972917,0.989201,13.88,40
xor_n5,neural,iterated_local_search,25,40,0.825,0.6805,0.9125,0.985417,0.989201,13.88,40
xor_n5,neural,iterated_local_search,50,40,0.975,0.8712,0.9956,0.997917,0.989201,13.88,40
xor_n5,neural,iterated_local_search,100,40,1.0,0.9124,1.0,1.0,0.989201,13.88,40
xor_n5,neural,iterated_local_search,200,40,1.0,0.9124,1.0,1.0,0.989201,13.88,40
xor_n5,neural,ls_insert,15,40,0.675,0.5202,0.7992,0.972917,0.987966,15.65,40
xor_n5,neural,ls_insert,25,40,0.8,0.6524,0.895,0.983333,0.987966,15.65,40
xor_n5,neural,ls_insert,50,40,0.95,0.835,0.9862,0.995833,0.987966,15.65,40
xor_n5,neural,ls_insert,100,40,1.0,0.9124,1.0,1.0,0.987966,15.65,40
xor_n5,neural,ls_insert,200,40,1.0,0.9124,1.0,1.0,0.987966,15.65,40
xor_n5,neural,ls_inversion,15,40,0.725,0.5716,0.8389,0.977083,0.989494,13.65,40
xor_n5,neural,ls_inversion,25,40,0.8,0.6524,0.895,0.983333,0.989494,13.65,40
xor_n5,neural,ls_inversion,50,40,1.0,0.9124,1.0,1.0,0.989494,13.65,40
xor_n5,neural,ls_inversion,100,40,1.0,0.9124,1.0,1.0,0.989494,13.65,40
xor_n5,neural,ls_inversion,200,40,1.0,0.9124,1.0,1.0,0.989494,13.65,40
xor_n5,neural,ls_swap,15,40,0.8,0.6524,0.895,0.983333,0.990883,11.65,40
xor_n5,neural,ls_swap,25,40,0.85,0.7093,0.9294,0.9875,0.990883,11.65,40
xor_n5,neural,ls_swap,50,40,1.0,0.9124,1.0,1.0,0.990883,11.65,40
xor_n5,neural,ls_swap,100,40,1.0,0.9124,1.0,1.0,0.990883,11.65,40
xor_n5,neural,ls_swap,200,40,1.0,0.9124,1.0,1.0,0.990883,11.65,40
xor_n5,neural,prism_protocol,15,40,0.7,0.5457,0.8193,0.975,0.989583,12.68,40
xor_n5,neural,prism_protocol,25,40,0.875,0.7389,0.9454,0.989583,0.989583,12.68,40
xor_n5,neural,prism_protocol,50,40,1.0,0.9124,1.0,1.0,0.989583,12.68,40
xor_n5,neural,prism_protocol,100,40,1.0,0.9124,1.0,1.0,0.989583,12.68,40
xor_n5,neural,prism_protocol,200,40,1.0,0.9124,1.0,1.0,0.989583,12.68,40
xor_n5,neural,simulated_annealing,15,40,0.6,0.446,0.7365,0.966667,0.987934,15.6,40
xor_n5,neural,simulated_annealing,25,40,0.775,0.625,0.8768,0.98125,0.987934,15.6,40
xor_n5,neural,simulated_annealing,50,40,1.0,0.9124,1.0,1.0,0.987934,15.6,40
xor_n5,neural,simulated_annealing,100,40,1.0,0.9124,1.0,1.0,0.987934,15.6,40
xor_n5,neural,simulated_annealing,200,40,1.0,0.9124,1.0,1.0,0.987934,15.6,40
xor_n5,neural,surrogate_positional,15,40,0.65,0.4951,0.7787,0.970833,0.989549,13.3,40
xor_n5,neural,surrogate_positional,25,40,0.9,0.7695,0.9604,0.991667,0.989549,13.3,40
xor_n5,neural,surrogate_positional,50,40,0.975,0.8712,0.9956,0.997917,0.989549,13.3,40
xor_n5,neural,surrogate_positional,100,40,1.0,0.9124,1.0,1.0,0.989549,13.3,40
xor_n5,neural,surrogate_positional,200,40,1.0,0.9124,1.0,1.0,0.989549,13.3,40
xor_n5,neural,surrogate_precedence,15,40,0.725,0.5716,0.8389,0.977083,0.990955,11.22,40
xor_n5,neural,surrogate_precedence,25,40,0.95,0.835,0.9862,0.995833,0.990955,11.22,40
xor_n5,neural,surrogate_precedence,50,40,1.0,0.9124,1.0,1.0,0.990955,11.22,40
xor_n5,neural,surrogate_precedence,100,40,1.0,0.9124,1.0,1.0,0.990955,11.22,40
xor_n5,neural,surrogate_precedence,200,40,1.0,0.9124,1.0,1.0,0.990955,11.22,40
xor_n5,neural,uniform,15,40,0.625,0.4703,0.7578,0.96875,0.988038,15.55,40
xor_n5,neural,uniform,25,40,0.8,0.6524,0.895,0.983333,0.988038,15.55,40
xor_n5,neural,uniform,50,40,0.975,0.8712,0.9956,0.997917,0.988038,15.55,40
xor_n5,neural,uniform,100,40,1.0,0.9124,1.0,1.0,0.988038,15.55,40
xor_n5,neural,uniform,200,40,1.0,0.9124,1.0,1.0,0.988038,15.55,40
xor_n6,neural,ea_aging,15,40,0.475,0.3294,0.625,0.954167,0.990427,20.2,40
xor_n6,neural,ea_aging,25,40,0.7,0.5457,0.8193,0.975,0.990427,20.2,40
xor_n6,neural,ea_aging,50,40,0.925,0.8014,0.9742,0.99375,0.990427,20.2,40
xor_n6,neural,ea_aging,100,40,1.0,0.9124,1.0,1.0,0.990427,20.2,40
xor_n6,neural,ea_aging,200,40,1.0,0.9124,1.0,1.0,0.990427,20.2,40
xor_n6,neural,ea_elitist,15,40,0.475,0.3294,0.625,0.954167,0.990708,19.52,40
xor_n6,neural,ea_elitist,25,40,0.7,0.5457,0.8193,0.975,0.990708,19.52,40
xor_n6,neural,ea_elitist,50,40,0.925,0.8014,0.9742,0.99375,0.990708,19.52,40
xor_n6,neural,ea_elitist,100,40,1.0,0.9124,1.0,1.0,0.990708,19.52,40
xor_n6,neural,ea_elitist,200,40,1.0,0.9124,1.0,1.0,0.990708,19.52,40
xor_n6,neural,ea_portfolio,15,40,0.475,0.3294,0.625,0.954167,0.990562,19.88,40
xor_n6,neural,ea_portfolio,25,40,0.65,0.4951,0.7787,0.970833,0.990562,19.88,40
xor_n6,neural,ea_portfolio,50,40,0.95,0.835,0.9862,0.995833,0.990562,19.88,40
xor_n6,neural,ea_portfolio,100,40,1.0,0.9124,1.0,1.0,0.990562,19.88,40
xor_n6,neural,ea_portfolio,200,40,1.0,0.9124,1.0,1.0,0.990562,19.88,40
xor_n6,neural,eda_precedence,15,40,0.525,0.375,0.6706,0.960417,0.990302,20.7,40
xor_n6,neural,eda_precedence,25,40,0.7,0.5457,0.8193,0.975,0.990302,20.7,40
xor_n6,neural,eda_precedence,50,40,0.95,0.835,0.9862,0.995833,0.990302,20.7,40
xor_n6,neural,eda_precedence,100,40,0.975,0.8712,0.9956,0.997917,0.990302,20.7,40
xor_n6,neural,eda_precedence,200,40,1.0,0.9124,1.0,1.0,0.990302,20.7,40
xor_n6,neural,iterated_local_search,15,40,0.675,0.5202,0.7992,0.970833,0.992479,15.62,40
xor_n6,neural,iterated_local_search,25,40,0.85,0.7093,0.9294,0.9875,0.992479,15.62,40
xor_n6,neural,iterated_local_search,50,40,0.925,0.8014,0.9742,0.99375,0.992479,15.62,40
xor_n6,neural,iterated_local_search,100,40,1.0,0.9124,1.0,1.0,0.992479,15.62,40
xor_n6,neural,iterated_local_search,200,40,1.0,0.9124,1.0,1.0,0.992479,15.62,40
xor_n6,neural,ls_insert,15,40,0.675,0.5202,0.7992,0.970833,0.991844,17.15,40
xor_n6,neural,ls_insert,25,40,0.85,0.7093,0.9294,0.9875,0.991844,17.15,40
xor_n6,neural,ls_insert,50,40,0.9,0.7695,0.9604,0.991667,0.991844,17.15,40
xor_n6,neural,ls_insert,100,40,0.975,0.8712,0.9956,0.997917,0.991844,17.15,40
xor_n6,neural,ls_insert,200,40,1.0,0.9124,1.0,1.0,0.991844,17.15,40
xor_n6,neural,ls_inversion,15,40,0.625,0.4703,0.7578,0.96875,0.991958,17.32,40
xor_n6,neural,ls_inversion,25,40,0.775,0.625,0.8768,0.98125,0.991958,17.32,40
xor_n6,neural,ls_inversion,50,40,0.925,0.8014,0.9742,0.99375,0.991958,17.32,40
xor_n6,neural,ls_inversion,100,40,1.0,0.9124,1.0,1.0,0.991958,17.32,40
xor_n6,neural,ls_inversion,200,40,1.0,0.9124,1.0,1.0,0.991958,17.32,40
xor_n6,neural,ls_swap,15,40,0.55,0.3983,0.6929,0.9625,0.991375,19.02,40
xor_n6,neural,ls_swap,25,40,0.75,0.5981,0.8581,0.979167,0.991375,19.02,40
xor_n6,neural,ls_swap,50,40,0.925,0.8014,0.9742,0.99375,0.991375,19.02,40
xor_n6,neural,ls_swap,100,40,1.0,0.9124,1.0,1.0,0.991375,19.02,40
xor_n6,neural,ls_swap,200,40,1.0,0.9124,1.0,1.0,0.991375,19.02,40
xor_n6,neural,prism_protocol,15,40,0.6,0.446,0.7365,0.964583,0.990719,18.32,40
xor_n6,neural,prism_protocol,25,40,0.7,0.5457,0.8193,0.975,0.990719,18.32,40
xor_n6,neural,prism_protocol,50,40,0.975,0.8712,0.9956,0.997917,0.990719,18.32,40
xor_n6,neural,prism_protocol,100,40,1.0,0.9124,1.0,1.0,0.990719,18.32,40
xor_n6,neural,prism_protocol,200,40,1.0,0.9124,1.0,1.0,0.990719,18.32,40
xor_n6,neural,simulated_annealing,15,40,0.45,0.3071,0.6017,0.952083,0.988552,24.62,40
xor_n6,neural,simulated_annealing,25,40,0.6,0.446,0.7365,0.966667,0.988552,24.62,40
xor_n6,neural,simulated_annealing,50,40,0.925,0.8014,0.9742,0.99375,0.988552,24.62,40
xor_n6,neural,simulated_annealing,100,40,0.95,0.835,0.9862,0.995833,0.988552,24.62,40
xor_n6,neural,simulated_annealing,200,40,1.0,0.9124,1.0,1.0,0.988552,24.62,40
xor_n6,neural,surrogate_positional,15,40,0.525,0.375,0.6706,0.960417,0.990844,19.4,40
xor_n6,neural,surrogate_positional,25,40,0.65,0.4951,0.7787,0.970833,0.990844,19.4,40
xor_n6,neural,surrogate_positional,50,40,0.95,0.835,0.9862,0.995833,0.990844,19.4,40
xor_n6,neural,surrogate_positional,100,40,1.0,0.9124,1.0,1.0,0.990844,19.4,40
xor_n6,neural,surrogate_positional,200,40,1.0,0.9124,1.0,1.0,0.990844,19.4,40
xor_n6,neural,surrogate_precedence,15,40,0.525,0.375,0.6706,0.960417,0.991135,18.7,40
xor_n6,neural,surrogate_precedence,25,40,0.725,0.5716,0.8389,0.977083,0.991135,18.7,40
xor_n6,neural,surrogate_precedence,50,40,0.925,0.8014,0.9742,0.99375,0.991135,18.7,40
xor_n6,neural,surrogate_precedence,100,40,1.0,0.9124,1.0,1.0,0.991135,18.7,40
xor_n6,neural,surrogate_precedence,200,40,1.0,0.9124,1.0,1.0,0.991135,18.7,40
xor_n6,neural,uniform,15,40,0.5,0.352,0.648,0.958333,0.990208,20.27,40
xor_n6,neural,uniform,25,40,0.725,0.5716,0.8389,0.977083,0.990208,20.27,40
xor_n6,neural,uniform,50,40,0.95,0.835,0.9862,0.995833,0.990208,20.27,40
xor_n6,neural,uniform,100,40,0.95,0.835,0.9862,0.995833,0.990208,20.27,40
xor_n6,neural,uniform,200,40,1.0,0.9124,1.0,1.0,0.990208,20.27,40
